Inventario,Cliente,Tipo de Artículo,TipoPago,FecVenta,Año,Mes
1,100,59,Consigna,19981125,1998,11
3,100,95,Consigna,19981130,1998,11
4,100,23,Consigna,19981130,1998,11
6,4,5,Efectivo,19981201,1998,12
7,1,92,Efectivo,19981201,1998,12
8,1,1,Efectivo,19981201,1998,12
9,1,2,Efectivo,19981201,1998,12
10,4,5,Efectivo,19981201,1998,12
11,3,7,Efectivo,19981201,1998,12
12,1,21,Efectivo,19981201,1998,12
13,4,3,Efectivo,19981201,1998,12
14,5,97,Efectivo,19981201,1998,12
15,9,95,Cheque,19981201,1998,12
16,53,21,Efectivo,19981201,1998,12
17,9,85,Efectivo,19981201,1998,12
18,9,93,Efectivo,19981201,1998,12
19,1,91,Efectivo,19981201,1998,12
20,100,22,Consigna,19981201,1998,12
21,100,12,Consigna,19981201,1998,12
22,3,7,Efectivo,19981201,1998,12
23,3,83,Efectivo,19981201,1998,12
24,9,93,Cheque,19981201,1998,12
25,9,95,Efectivo,19981201,1998,12
27,5,97,Efectivo,19981201,1998,12
28,100,63,Consigna,19981201,1998,12
30,3,5,Efectivo,19981201,1998,12
31,2,67,Efectivo,19981201,1998,12
32,100,11,Consigna,19981201,1998,12
33,14,70,Efectivo,19981201,1998,12
34,100,70,Consigna,19981201,1998,12
35,5,33,Efectivo,19981201,1998,12
36,3,5,Efectivo,19981201,1998,12
38,6,20,Efectivo,19981201,1998,12
39,9,95,Efectivo,19981201,1998,12
40,1,3,Efectivo,19981201,1998,12
42,100,11,Consigna,19981201,1998,12
43,9,95,Efectivo,19981201,1998,12
44,1,1,Efectivo,19981201,1998,12
45,9,9,Efectivo,19981201,1998,12
46,6,20,Efectivo,19981201,1998,12
47,10,80,Efectivo,19981201,1998,12
48,3,7,Efectivo,19981201,1998,12
49,10,80,Efectivo,19981201,1998,12
50,1,1,Efectivo,19981201,1998,12
51,9,85,Efectivo,19981201,1998,12
52,18,66,Efectivo,19981201,1998,12
53,20,1,Efectivo,19981201,1998,12
54,9,11,Efectivo,19981201,1998,12
55,17,78,Efectivo,19981201,1998,12
56,20,1,Efectivo,19981201,1998,12
57,100,11,Consigna,19981201,1998,12
58,6,20,Efectivo,19981201,1998,12
59,100,11,Consigna,19981201,1998,12
60,53,18,Efectivo,19981201,1998,12
61,5,96,Efectivo,19981201,1998,12
62,9,11,Efectivo,19981201,1998,12
63,52,14,Efectivo,19981201,1998,12
64,9,95,Efectivo,19981201,1998,12
65,9,9,Efectivo,19981201,1998,12
66,100,11,Consigna,19981201,1998,12
67,9,84,Efectivo,19981201,1998,12
68,20,1,Efectivo,19981201,1998,12
69,9,85,Efectivo,19981201,1998,12
70,53,5,Efectivo,19981201,1998,12
71,2,61,Efectivo,19981201,1998,12
72,16,37,Efectivo,19981201,1998,12
73,5,96,Efectivo,19981201,1998,12
74,9,92,Efectivo,19981201,1998,12
75,4,3,Efectivo,19981201,1998,12
76,4,4,Efectivo,19981201,1998,12
78,14,70,Efectivo,19981201,1998,12
79,54,13,Efectivo,19981201,1998,12
80,5,97,Efectivo,19981201,1998,12
81,16,38,Efectivo,19981201,1998,12
82,53,5,Cheque,19981201,1998,12
83,5,33,Efectivo,19981201,1998,12
84,5,33,Efectivo,19981201,1998,12
85,1,91,Efectivo,19981201,1998,12
86,3,1,Efectivo,19981201,1998,12
87,53,18,Efectivo,19981201,1998,12
89,3,83,Efectivo,19981201,1998,12
90,53,30,Efectivo,19981201,1998,12
91,3,1,Efectivo,19981201,1998,12
92,53,16,Efectivo,19981201,1998,12
93,2,61,Efectivo,19981201,1998,12
94,2,61,Efectivo,19981201,1998,12
95,18,66,Efectivo,19981201,1998,12
96,9,11,Efectivo,19981201,1998,12
97,9,92,Efectivo,19981201,1998,12
98,16,40,Efectivo,19981201,1998,12
99,1,2,Efectivo,19981201,1998,12
100,1,3,Efectivo,19981201,1998,12
101,16,38,Efectivo,19981201,1998,12
102,16,38,Efectivo,19981201,1998,12
103,16,38,Efectivo,19981201,1998,12
104,100,63,Consigna,19981201,1998,12
106,4,5,Efectivo,19981201,1998,12
107,6,20,Efectivo,19981201,1998,12
108,100,45,Tarjeta,19981201,1998,12
109,100,73,Consigna,19981201,1998,12
110,100,73,Consigna,19981201,1998,12
111,4,3,Efectivo,19981201,1998,12
112,29,28,Efectivo,19981201,1998,12
113,20,1,Efectivo,19981201,1998,12
114,20,1,Efectivo,19981201,1998,12
115,16,37,Efectivo,19981201,1998,12
117,100,66,Consigna,19981201,1998,12
118,4,3,Efectivo,19981201,1998,12
119,1,91,Cheque,19981201,1998,12
120,9,11,Efectivo,19981201,1998,12
121,53,5,Efectivo,19981201,1998,12
122,1,91,Efectivo,19981201,1998,12
123,2,67,Efectivo,19981201,1998,12
124,1,1,Efectivo,19981201,1998,12
125,29,55,Efectivo,19981201,1998,12
126,1,1,Efectivo,19981201,1998,12
127,53,12,Efectivo,19981201,1998,12
128,29,32,Efectivo,19981201,1998,12
129,18,66,Efectivo,19981202,1998,12
130,6,20,Efectivo,19981202,1998,12
131,4,87,Efectivo,19981202,1998,12
132,5,33,Efectivo,19981202,1998,12
133,9,95,Efectivo,19981202,1998,12
134,18,66,Efectivo,19981202,1998,12
135,100,35,Consigna,19981202,1998,12
136,3,1,Efectivo,19981202,1998,12
137,29,25,Efectivo,19981202,1998,12
138,1,1,Efectivo,19981202,1998,12
139,9,9,Efectivo,19981202,1998,12
140,5,97,Efectivo,19981202,1998,12
141,4,3,Efectivo,19981202,1998,12
142,9,93,Efectivo,19981202,1998,12
143,29,66,Efectivo,19981202,1998,12
144,22,60,Efectivo,19981202,1998,12
145,29,31,Efectivo,19981202,1998,12
146,29,18,Efectivo,19981202,1998,12
147,9,84,Efectivo,19981202,1998,12
148,21,54,Efectivo,19981202,1998,12
149,29,32,Efectivo,19981202,1998,12
150,9,85,Efectivo,19981202,1998,12
151,53,10,Efectivo,19981202,1998,12
152,1,91,Efectivo,19981202,1998,12
153,1,23,Efectivo,19981202,1998,12
154,1,92,Efectivo,19981202,1998,12
155,100,12,Consigna,19981202,1998,12
156,9,11,Efectivo,19981202,1998,12
157,29,53,Efectivo,19981202,1998,12
158,9,95,Efectivo,19981202,1998,12
159,1,92,Efectivo,19981202,1998,12
160,9,85,Efectivo,19981202,1998,12
161,4,3,Efectivo,19981202,1998,12
164,9,10,Efectivo,19981202,1998,12
166,1,3,Efectivo,19981202,1998,12
167,1,91,Efectivo,19981202,1998,12
168,29,24,Efectivo,19981202,1998,12
169,17,78,Efectivo,19981202,1998,12
173,10,80,Efectivo,19981202,1998,12
174,62,2,Efectivo,19981202,1998,12
175,5,33,Efectivo,19981202,1998,12
176,29,55,Efectivo,19981202,1998,12
177,1,91,Efectivo,19981202,1998,12
178,1,24,Efectivo,19981202,1998,12
179,9,10,Efectivo,19981202,1998,12
180,20,1,Efectivo,19981202,1998,12
181,20,1,Efectivo,19981202,1998,12
182,17,78,Efectivo,19981202,1998,12
184,100,2,Consigna,19981202,1998,12
185,5,97,Efectivo,19981202,1998,12
186,100,99,Consigna,19981202,1998,12
187,5,33,Efectivo,19981202,1998,12
189,3,7,Efectivo,19981202,1998,12
190,9,9,Efectivo,19981202,1998,12
191,29,55,Efectivo,19981202,1998,12
192,16,40,Efectivo,19981202,1998,12
193,3,83,Efectivo,19981202,1998,12
194,36,75,Efectivo,19981202,1998,12
195,36,76,Efectivo,19981202,1998,12
196,16,37,Efectivo,19981202,1998,12
197,8,56,Efectivo,19981202,1998,12
198,29,37,Efectivo,19981202,1998,12
199,9,93,Efectivo,19981202,1998,12
200,9,93,Efectivo,19981202,1998,12
201,1,92,Efectivo,19981202,1998,12
202,100,8,Consigna,19981202,1998,12
203,6,20,Efectivo,19981202,1998,12
204,6,20,Efectivo,19981202,1998,12
205,9,95,Efectivo,19981202,1998,12
206,9,95,Efectivo,19981202,1998,12
207,3,1,Efectivo,19981202,1998,12
208,5,97,Efectivo,19981202,1998,12
209,9,93,Efectivo,19981202,1998,12
210,9,95,Efectivo,19981202,1998,12
211,4,5,Efectivo,19981202,1998,12
212,6,20,Efectivo,19981202,1998,12
213,3,83,Efectivo,19981202,1998,12
214,9,11,Efectivo,19981202,1998,12
215,5,97,Efectivo,19981202,1998,12
216,6,20,Efectivo,19981202,1998,12
217,9,84,Efectivo,19981202,1998,12
218,9,11,Efectivo,19981202,1998,12
219,3,1,Efectivo,19981202,1998,12
220,3,1,Efectivo,19981202,1998,12
221,5,97,Efectivo,19981202,1998,12
222,1,92,Efectivo,19981202,1998,12
223,29,55,Efectivo,19981202,1998,12
224,9,93,Efectivo,19981202,1998,12
225,9,84,Efectivo,19981202,1998,12
226,1,3,Efectivo,19981202,1998,12
227,9,93,Efectivo,19981202,1998,12
228,4,4,Efectivo,19981202,1998,12
229,100,43,Consigna,19981202,1998,12
231,9,14,Efectivo,19981202,1998,12
232,17,78,Efectivo,19981202,1998,12
233,3,1,Efectivo,19981202,1998,12
234,1,1,Efectivo,19981202,1998,12
236,14,70,Efectivo,19981202,1998,12
237,9,95,Efectivo,19981202,1998,12
238,16,38,Efectivo,19981202,1998,12
239,52,12,Efectivo,19981202,1998,12
240,9,92,Efectivo,19981202,1998,12
241,9,93,Efectivo,19981202,1998,12
242,9,10,Efectivo,19981203,1998,12
243,14,70,Efectivo,19981203,1998,12
244,18,66,Efectivo,19981203,1998,12
245,9,11,Efectivo,19981203,1998,12
246,29,8,Efectivo,19981203,1998,12
247,20,1,Efectivo,19981203,1998,12
248,29,66,Efectivo,19981203,1998,12
249,9,84,Efectivo,19981203,1998,12
250,1,3,Efectivo,19981203,1998,12
251,20,1,Efectivo,19981203,1998,12
252,14,70,Efectivo,19981203,1998,12
253,6,20,Efectivo,19981203,1998,12
254,14,70,Efectivo,19981203,1998,12
256,9,92,Efectivo,19981203,1998,12
257,4,5,Efectivo,19981203,1998,12
258,3,83,Efectivo,19981203,1998,12
259,29,37,Efectivo,19981203,1998,12
261,9,11,Efectivo,19981203,1998,12
262,9,11,Efectivo,19981203,1998,12
263,1,24,Efectivo,19981203,1998,12
264,1,1,Efectivo,19981203,1998,12
265,1,1,Efectivo,19981203,1998,12
266,1,91,Efectivo,19981203,1998,12
267,29,19,Efectivo,19981203,1998,12
269,5,97,Efectivo,19981203,1998,12
270,5,97,Efectivo,19981203,1998,12
271,62,2,Efectivo,19981203,1998,12
272,3,83,Efectivo,19981203,1998,12
273,6,20,Efectivo,19981203,1998,12
274,5,97,Efectivo,19981203,1998,12
275,9,93,Efectivo,19981203,1998,12
276,3,7,Efectivo,19981203,1998,12
277,3,1,Efectivo,19981203,1998,12
278,9,95,Efectivo,19981203,1998,12
279,9,95,Efectivo,19981203,1998,12
281,100,38,Consigna,19981203,1998,12
282,3,1,Efectivo,19981203,1998,12
283,3,1,Efectivo,19981203,1998,12
284,9,92,Efectivo,19981203,1998,12
285,4,3,Efectivo,19981203,1998,12
286,23,56,Efectivo,19981203,1998,12
287,14,70,Efectivo,19981203,1998,12
288,8,56,Efectivo,19981203,1998,12
290,100,1,Consigna,19981203,1998,12
291,1,23,Efectivo,19981203,1998,12
292,9,85,Efectivo,19981203,1998,12
293,22,60,Efectivo,19981203,1998,12
294,18,66,Efectivo,19981203,1998,12
295,16,38,Efectivo,19981203,1998,12
296,16,38,Efectivo,19981203,1998,12
297,9,92,Efectivo,19981203,1998,12
298,29,16,Efectivo,19981203,1998,12
300,100,39,Consigna,19981203,1998,12
301,1,1,Efectivo,19981203,1998,12
302,9,92,Efectivo,19981203,1998,12
303,16,38,Efectivo,19981203,1998,12
304,9,11,Efectivo,19981203,1998,12
305,29,24,Efectivo,19981203,1998,12
306,100,73,Consigna,19981203,1998,12
307,1,1,Efectivo,19981203,1998,12
308,53,5,Efectivo,19981203,1998,12
309,1,21,Efectivo,19981203,1998,12
310,6,20,Efectivo,19981203,1998,12
311,22,60,Efectivo,19981203,1998,12
312,23,56,Efectivo,19981203,1998,12
313,1,21,Efectivo,19981203,1998,12
314,100,15,Consigna,19981203,1998,12
315,3,1,Efectivo,19981203,1998,12
316,8,38,Efectivo,19981203,1998,12
317,16,40,Efectivo,19981203,1998,12
318,6,20,Efectivo,19981203,1998,12
319,100,19,Consigna,19981203,1998,12
320,3,1,Efectivo,19981203,1998,12
321,8,38,Efectivo,19981203,1998,12
322,6,20,Efectivo,19981203,1998,12
323,6,20,Efectivo,19981203,1998,12
324,5,96,Efectivo,19981203,1998,12
325,9,85,Efectivo,19981203,1998,12
326,54,2,Efectivo,19981203,1998,12
327,1,92,Efectivo,19981203,1998,12
328,1,92,Efectivo,19981203,1998,12
329,9,93,Efectivo,19981203,1998,12
330,20,95,Efectivo,19981203,1998,12
331,9,9,Efectivo,19981204,1998,12
332,100,66,Consigna,19981204,1998,12
333,29,31,Efectivo,19981204,1998,12
334,3,1,Efectivo,19981204,1998,12
336,36,60,Efectivo,19981204,1998,12
338,9,11,Efectivo,19981204,1998,12
339,9,93,Efectivo,19981204,1998,12
340,9,85,Efectivo,19981204,1998,12
341,29,77,Efectivo,19981204,1998,12
342,100,66,Consigna,19981204,1998,12
343,1,1,Efectivo,19981204,1998,12
344,14,70,Efectivo,19981204,1998,12
345,53,20,Efectivo,19981204,1998,12
346,3,83,Efectivo,19981204,1998,12
347,100,63,Tarjeta,19981204,1998,12
348,1,91,Efectivo,19981204,1998,12
349,1,92,Efectivo,19981204,1998,12
350,1,92,Efectivo,19981204,1998,12
351,17,78,Efectivo,19981204,1998,12
352,6,20,Efectivo,19981204,1998,12
353,9,92,Efectivo,19981204,1998,12
355,4,87,Efectivo,19981204,1998,12
357,5,96,Efectivo,19981204,1998,12
358,100,68,Consigna,19981204,1998,12
359,14,70,Efectivo,19981204,1998,12
360,29,55,Efectivo,19981204,1998,12
361,3,83,Efectivo,19981204,1998,12
362,3,83,Efectivo,19981204,1998,12
363,100,6,Consigna,19981204,1998,12
364,29,37,Efectivo,19981204,1998,12
365,5,97,Efectivo,19981204,1998,12
366,100,12,Consigna,19981204,1998,12
367,100,66,Consigna,19981204,1998,12
370,9,11,Efectivo,19981204,1998,12
371,9,9,Efectivo,19981204,1998,12
372,1,21,Efectivo,19981204,1998,12
373,9,84,Efectivo,19981204,1998,12
374,100,11,Consigna,19981204,1998,12
375,9,85,Efectivo,19981204,1998,12
376,100,11,Consigna,19981204,1998,12
378,4,3,Efectivo,19981204,1998,12
379,4,3,Efectivo,19981204,1998,12
380,9,11,Efectivo,19981204,1998,12
381,10,80,Efectivo,19981204,1998,12
382,3,1,Efectivo,19981204,1998,12
383,1,1,Efectivo,19981204,1998,12
384,9,95,Efectivo,19981204,1998,12
386,100,73,Consigna,19981204,1998,12
389,53,5,Efectivo,19981204,1998,12
390,36,67,Efectivo,19981204,1998,12
391,6,20,Efectivo,19981204,1998,12
392,9,11,Efectivo,19981204,1998,12
393,2,61,Efectivo,19981204,1998,12
394,2,61,Efectivo,19981204,1998,12
395,16,38,Efectivo,19981204,1998,12
396,1,92,Efectivo,19981204,1998,12
397,2,61,Efectivo,19981204,1998,12
398,1,91,Efectivo,19981204,1998,12
399,17,76,Efectivo,19981204,1998,12
400,16,40,Efectivo,19981204,1998,12
401,16,40,Efectivo,19981204,1998,12
402,9,95,Efectivo,19981204,1998,12
403,14,70,Efectivo,19981204,1998,12
404,4,87,Efectivo,19981204,1998,12
405,100,63,Consigna,19981204,1998,12
406,53,16,Efectivo,19981204,1998,12
407,9,9,Efectivo,19981204,1998,12
408,53,10,Efectivo,19981204,1998,12
409,53,10,Efectivo,19981204,1998,12
410,1,91,Efectivo,19981204,1998,12
412,3,83,Efectivo,19981204,1998,12
413,53,19,Efectivo,19981204,1998,12
414,53,37,Efectivo,19981204,1998,12
415,3,1,Efectivo,19981204,1998,12
417,9,11,Efectivo,19981204,1998,12
418,53,5,Efectivo,19981204,1998,12
419,11,27,Efectivo,19981204,1998,12
420,53,21,Efectivo,19981204,1998,12
421,9,11,Efectivo,19981205,1998,12
422,100,10,Consigna,19981205,1998,12
423,11,27,Efectivo,19981205,1998,12
424,100,60,Consigna,19981205,1998,12
425,23,56,Efectivo,19981205,1998,12
427,5,97,Efectivo,19981205,1998,12
428,9,93,Efectivo,19981205,1998,12
429,9,14,Efectivo,19981205,1998,12
430,3,83,Efectivo,19981205,1998,12
431,29,37,Efectivo,19981205,1998,12
432,1,23,Efectivo,19981205,1998,12
434,4,3,Efectivo,19981207,1998,12
435,9,85,Efectivo,19981207,1998,12
436,9,85,Efectivo,19981207,1998,12
437,1,91,Efectivo,19981207,1998,12
438,9,93,Efectivo,19981207,1998,12
439,3,7,Efectivo,19981207,1998,12
440,3,1,Efectivo,19981207,1998,12
441,9,95,Efectivo,19981207,1998,12
442,9,11,Efectivo,19981207,1998,12
443,36,60,Efectivo,19981207,1998,12
444,5,96,Efectivo,19981207,1998,12
445,9,95,Efectivo,19981207,1998,12
446,9,95,Efectivo,19981207,1998,12
447,62,2,Efectivo,19981207,1998,12
448,3,83,Efectivo,19981207,1998,12
449,53,21,Efectivo,19981207,1998,12
450,9,10,Efectivo,19981207,1998,12
451,14,70,Efectivo,19981207,1998,12
452,9,92,Efectivo,19981207,1998,12
453,3,7,Efectivo,19981207,1998,12
454,3,7,Efectivo,19981207,1998,12
455,100,67,Consigna,19981207,1998,12
457,3,83,Efectivo,19981207,1998,12
458,2,61,Efectivo,19981207,1998,12
459,29,31,Efectivo,19981207,1998,12
460,9,85,Efectivo,19981207,1998,12
461,100,11,Tarjeta,19981207,1998,12
462,6,20,Efectivo,19981207,1998,12
463,36,3,Efectivo,19981207,1998,12
464,36,3,Efectivo,19981207,1998,12
465,3,7,Efectivo,19981207,1998,12
466,3,7,Efectivo,19981207,1998,12
467,3,1,Efectivo,19981207,1998,12
468,3,7,Efectivo,19981207,1998,12
469,3,7,Efectivo,19981207,1998,12
470,53,21,Efectivo,19981207,1998,12
471,9,11,Efectivo,19981207,1998,12
472,4,5,Efectivo,19981207,1998,12
473,29,19,Efectivo,19981207,1998,12
474,100,11,Consigna,19981207,1998,12
475,100,12,Consigna,19981207,1998,12
476,3,7,Efectivo,19981207,1998,12
477,100,11,Consigna,19981207,1998,12
478,9,13,Efectivo,19981207,1998,12
479,9,85,Efectivo,19981207,1998,12
480,18,66,Efectivo,19981207,1998,12
481,3,83,Efectivo,19981207,1998,12
482,4,5,Efectivo,19981207,1998,12
483,36,74,Efectivo,19981207,1998,12
484,9,9,Efectivo,19981207,1998,12
485,9,95,Efectivo,19981207,1998,12
486,9,93,Efectivo,19981207,1998,12
487,9,95,Efectivo,19981207,1998,12
488,9,95,Efectivo,19981207,1998,12
489,9,95,Efectivo,19981207,1998,12
490,1,1,Efectivo,19981207,1998,12
491,5,33,Efectivo,19981207,1998,12
492,5,96,Efectivo,19981207,1998,12
493,9,85,Efectivo,19981207,1998,12
494,1,3,Efectivo,19981207,1998,12
495,22,61,Efectivo,19981207,1998,12
497,22,60,Efectivo,19981207,1998,12
498,9,84,Efectivo,19981207,1998,12
499,22,60,Efectivo,19981207,1998,12
500,4,87,Efectivo,19981207,1998,12
501,11,27,Efectivo,19981207,1998,12
503,1,91,Efectivo,19981207,1998,12
504,100,60,Consigna,19981207,1998,12
505,1,92,Efectivo,19981207,1998,12
506,100,39,Consigna,19981207,1998,12
507,100,73,Consigna,19981207,1998,12
508,29,18,Efectivo,19981207,1998,12
509,18,66,Efectivo,19981207,1998,12
510,9,10,Efectivo,19981207,1998,12
511,1,3,Efectivo,19981207,1998,12
513,1,1,Efectivo,19981207,1998,12
514,100,76,Consigna,19981207,1998,12
515,2,67,Efectivo,19981207,1998,12
516,1,3,Efectivo,19981207,1998,12
517,20,95,Efectivo,19981207,1998,12
518,3,1,Efectivo,19981207,1998,12
519,16,38,Efectivo,19981207,1998,12
520,53,5,Efectivo,19981207,1998,12
521,1,1,Efectivo,19981207,1998,12
522,1,92,Efectivo,19981207,1998,12
523,9,85,Efectivo,19981207,1998,12
525,9,11,Efectivo,19981207,1998,12
526,62,2,Efectivo,19981208,1998,12
527,9,85,Efectivo,19981208,1998,12
528,9,11,Efectivo,19981208,1998,12
529,1,94,Efectivo,19981208,1998,12
530,3,7,Efectivo,19981208,1998,12
531,14,70,Efectivo,19981208,1998,12
532,1,91,Efectivo,19981208,1998,12
533,29,18,Efectivo,19981208,1998,12
534,9,85,Efectivo,19981208,1998,12
535,36,76,Efectivo,19981208,1998,12
536,9,12,Efectivo,19981208,1998,12
537,29,55,Efectivo,19981208,1998,12
538,4,5,Efectivo,19981208,1998,12
539,1,91,Efectivo,19981208,1998,12
540,29,55,Efectivo,19981208,1998,12
541,1,92,Efectivo,19981208,1998,12
543,36,3,Efectivo,19981208,1998,12
544,3,83,Efectivo,19981208,1998,12
545,16,38,Efectivo,19981208,1998,12
546,1,23,Efectivo,19981208,1998,12
548,9,92,Efectivo,19981208,1998,12
549,9,95,Efectivo,19981208,1998,12
550,9,95,Efectivo,19981208,1998,12
551,9,84,Efectivo,19981208,1998,12
552,3,83,Efectivo,19981208,1998,12
553,11,27,Efectivo,19981208,1998,12
554,5,96,Efectivo,19981208,1998,12
555,9,95,Efectivo,19981208,1998,12
556,29,31,Efectivo,19981208,1998,12
557,17,76,Efectivo,19981208,1998,12
558,90,3,Efectivo,19981208,1998,12
559,14,70,Efectivo,19981208,1998,12
560,20,1,Efectivo,19981208,1998,12
561,1,1,Efectivo,19981208,1998,12
562,1,21,Efectivo,19981208,1998,12
563,53,10,Efectivo,19981208,1998,12
564,36,55,Efectivo,19981208,1998,12
567,36,35,Efectivo,19981208,1998,12
568,9,11,Efectivo,19981208,1998,12
569,1,1,Efectivo,19981208,1998,12
570,1,92,Efectivo,19981208,1998,12
571,53,18,Efectivo,19981208,1998,12
572,36,3,Efectivo,19981208,1998,12
574,1,23,Efectivo,19981208,1998,12
575,36,35,Efectivo,19981208,1998,12
576,6,20,Efectivo,19981208,1998,12
577,36,75,Efectivo,19981208,1998,12
578,36,35,Efectivo,19981208,1998,12
579,11,27,Efectivo,19981208,1998,12
580,22,61,Efectivo,19981208,1998,12
581,1,92,Efectivo,19981208,1998,12
583,3,1,Efectivo,19981208,1998,12
584,9,85,Efectivo,19981208,1998,12
585,29,25,Efectivo,19981208,1998,12
587,9,85,Efectivo,19981208,1998,12
588,100,43,Consigna,19981208,1998,12
589,5,96,Efectivo,19981208,1998,12
590,5,96,Efectivo,19981209,1998,12
591,9,85,Efectivo,19981209,1998,12
592,29,55,Efectivo,19981209,1998,12
593,9,9,Efectivo,19981209,1998,12
594,5,96,Efectivo,19981209,1998,12
596,53,1,Efectivo,19981209,1998,12
597,100,10,Tarjeta,19981209,1998,12
599,17,76,Efectivo,19981209,1998,12
600,9,10,Efectivo,19981209,1998,12
601,1,3,Efectivo,19981209,1998,12
602,1,91,Efectivo,19981209,1998,12
603,18,66,Efectivo,19981209,1998,12
604,14,70,Efectivo,19981209,1998,12
606,14,70,Efectivo,19981209,1998,12
607,14,70,Efectivo,19981209,1998,12
609,100,70,Consigna,19981209,1998,12
610,100,22,Consigna,19981209,1998,12
611,18,66,Efectivo,19981209,1998,12
612,3,1,Efectivo,19981209,1998,12
615,36,74,Efectivo,19981209,1998,12
617,100,12,Consigna,19981209,1998,12
619,4,3,Efectivo,19981209,1998,12
620,61,4,Efectivo,19981209,1998,12
621,100,35,Consigna,19981209,1998,12
622,16,40,Efectivo,19981209,1998,12
623,9,13,Efectivo,19981209,1998,12
624,11,27,Efectivo,19981209,1998,12
625,9,10,Efectivo,19981209,1998,12
626,9,95,Efectivo,19981209,1998,12
627,9,93,Efectivo,19981209,1998,12
629,100,11,Consigna,19981209,1998,12
630,100,11,Consigna,19981209,1998,12
631,9,93,Efectivo,19981210,1998,12
632,100,93,Consigna,19981210,1998,12
633,5,97,Efectivo,19981210,1998,12
634,9,9,Efectivo,19981210,1998,12
635,100,24,Consigna,19981210,1998,12
636,21,54,Efectivo,19981210,1998,12
637,9,10,Efectivo,19981210,1998,12
638,3,1,Efectivo,19981210,1998,12
639,11,27,Efectivo,19981210,1998,12
640,100,11,Consigna,19981210,1998,12
641,100,11,Consigna,19981210,1998,12
642,3,83,Efectivo,19981210,1998,12
643,9,10,Efectivo,19981210,1998,12
644,4,3,Efectivo,19981210,1998,12
645,9,85,Efectivo,19981210,1998,12
646,100,24,Consigna,19981210,1998,12
647,1,2,Efectivo,19981210,1998,12
648,4,3,Efectivo,19981210,1998,12
649,4,3,Efectivo,19981210,1998,12
650,6,20,Efectivo,19981210,1998,12
651,9,85,Efectivo,19981210,1998,12
652,100,17,Consigna,19981210,1998,12
653,9,92,Efectivo,19981210,1998,12
655,9,10,Efectivo,19981210,1998,12
656,1,3,Efectivo,19981210,1998,12
657,29,18,Efectivo,19981210,1998,12
659,3,1,Efectivo,19981210,1998,12
660,13,82,Efectivo,19981210,1998,12
661,16,38,Efectivo,19981210,1998,12
662,100,44,Consigna,19981210,1998,12
665,18,66,Efectivo,19981211,1998,12
666,100,10,Consigna,19981211,1998,12
667,3,1,Efectivo,19981211,1998,12
668,29,55,Efectivo,19981211,1998,12
669,62,1,Efectivo,19981214,1998,12
671,9,93,Efectivo,19981214,1998,12
672,100,11,Consigna,19981214,1998,12
673,53,21,Efectivo,19981214,1998,12
674,53,5,Efectivo,19981214,1998,12
675,100,11,Consigna,19981214,1998,12
676,9,93,Efectivo,19981214,1998,12
677,29,16,Efectivo,19981214,1998,12
678,9,92,Efectivo,19981214,1998,12
679,100,1,Tarjeta,19981214,1998,12
680,9,93,Efectivo,19981214,1998,12
681,9,93,Efectivo,19981214,1998,12
682,18,66,Efectivo,19981214,1998,12
683,14,70,Efectivo,19981214,1998,12
684,18,66,Efectivo,19981214,1998,12
686,9,9,Efectivo,19981214,1998,12
687,9,85,Efectivo,19981214,1998,12
688,9,9,Efectivo,19981214,1998,12
689,100,64,Consigna,19981214,1998,12
691,29,1,Efectivo,19981214,1998,12
693,100,1,Consigna,19981214,1998,12
694,36,3,Efectivo,19981214,1998,12
695,100,17,Consigna,19981214,1998,12
696,53,20,Efectivo,19981214,1998,12
697,100,12,Consigna,19981214,1998,12
698,100,43,Consigna,19981214,1998,12
699,100,66,Consigna,19981214,1998,12
701,36,3,Efectivo,19981214,1998,12
702,16,38,Efectivo,19981214,1998,12
703,29,25,Efectivo,19981214,1998,12
704,100,22,Consigna,19981214,1998,12
705,1,3,Efectivo,19981214,1998,12
706,9,9,Efectivo,19981214,1998,12
707,1,3,Efectivo,19981214,1998,12
708,6,20,Efectivo,19981214,1998,12
710,1,92,Efectivo,19981214,1998,12
711,36,3,Efectivo,19981214,1998,12
712,29,37,Efectivo,19981214,1998,12
713,29,37,Efectivo,19981214,1998,12
714,100,14,Tarjeta,19981215,1998,12
715,29,49,Efectivo,19981215,1998,12
716,100,18,Consigna,19981215,1998,12
717,9,85,Efectivo,19981215,1998,12
718,100,11,Tarjeta,19981215,1998,12
719,29,36,Efectivo,19981215,1998,12
722,9,85,Efectivo,19981215,1998,12
723,9,95,Efectivo,19981215,1998,12
725,1,91,Efectivo,19981215,1998,12
726,100,12,Consigna,19981215,1998,12
728,100,22,Consigna,19981215,1998,12
729,1,2,Efectivo,19981215,1998,12
730,100,52,Consigna,19981215,1998,12
731,100,102,Consigna,19981215,1998,12
732,9,93,Efectivo,19981215,1998,12
733,9,95,Efectivo,19981215,1998,12
734,100,63,Consigna,19981216,1998,12
735,100,91,Consigna,19981216,1998,12
736,100,28,Consigna,19981216,1998,12
737,14,70,Efectivo,19981216,1998,12
738,5,97,Efectivo,19981216,1998,12
739,29,37,Efectivo,19981216,1998,12
740,100,11,Consigna,19981216,1998,12
741,100,11,Consigna,19981216,1998,12
742,52,12,Efectivo,19981216,1998,12
743,53,5,Efectivo,19981216,1998,12
