Inventario,Cliente,Tipo de Artículo,TipoPago,FecVenta,Año,Mes
3080,14,70,Efectivo,19990518,1999,05
3081,29,32,Efectivo,19990518,1999,05
3082,9,85,Efectivo,19990518,1999,05
3083,1,23,Efectivo,19990518,1999,05
3084,100,11,Consigna,19990518,1999,05
3085,6,20,Efectivo,19990518,1999,05
3086,29,37,Efectivo,19990518,1999,05
3087,14,70,Efectivo,19990518,1999,05
3089,15,1,Efectivo,19990518,1999,05
3090,1,2,Efectivo,19990518,1999,05
3091,100,48,Consigna,19990518,1999,05
3093,6,20,Efectivo,19990518,1999,05
3094,14,70,Efectivo,19990518,1999,05
3095,100,39,Consigna,19990518,1999,05
3096,100,39,Consigna,19990518,1999,05
3097,14,70,Efectivo,19990518,1999,05
3098,29,32,Efectivo,19990519,1999,05
3099,10,80,Efectivo,19990519,1999,05
3100,100,36,Consigna,19990519,1999,05
3101,9,11,Efectivo,19990519,1999,05
3102,4,5,Efectivo,19990519,1999,05
3103,14,70,Efectivo,19990519,1999,05
3104,29,24,Efectivo,19990519,1999,05
3105,29,18,Efectivo,19990519,1999,05
3106,29,14,Efectivo,19990519,1999,05
3107,1,3,Efectivo,19990519,1999,05
3108,29,37,Efectivo,19990519,1999,05
3109,9,95,Efectivo,19990519,1999,05
3110,29,24,Efectivo,19990519,1999,05
3111,11,27,Efectivo,19990519,1999,05
3112,29,19,Efectivo,19990519,1999,05
3114,29,31,Efectivo,19990520,1999,05
3116,29,55,Efectivo,19990520,1999,05
3117,100,20,Consigna,19990520,1999,05
3119,9,11,Efectivo,19990520,1999,05
3120,9,11,Efectivo,19990520,1999,05
3121,9,92,Efectivo,19990520,1999,05
3122,100,43,Consigna,19990520,1999,05
3123,6,20,Efectivo,19990520,1999,05
3124,53,30,Efectivo,19990521,1999,05
3125,29,55,Efectivo,19990521,1999,05
3126,6,20,Efectivo,19990521,1999,05
3127,29,18,Efectivo,19990521,1999,05
3128,9,92,Efectivo,19990521,1999,05
3129,3,1,Efectivo,19990521,1999,05
3130,22,33,Efectivo,19990521,1999,05
3132,29,32,Efectivo,19990521,1999,05
3133,36,60,Efectivo,19990521,1999,05
3134,1,2,Efectivo,19990521,1999,05
3135,14,70,Efectivo,19990521,1999,05
3136,5,97,Efectivo,19990522,1999,05
3137,1,92,Efectivo,19990522,1999,05
3138,3,1,Efectivo,19990522,1999,05
3139,14,70,Efectivo,19990524,1999,05
3140,29,55,Efectivo,19990524,1999,05
3141,29,32,Efectivo,19990524,1999,05
3142,29,25,Efectivo,19990524,1999,05
3143,1,1,Efectivo,19990524,1999,05
3144,18,66,Efectivo,19990524,1999,05
3145,18,66,Efectivo,19990524,1999,05
3146,100,86,Consigna,19990524,1999,05
3147,100,86,Consigna,19990524,1999,05
3148,100,22,Consigna,19990524,1999,05
3149,14,70,Efectivo,19990524,1999,05
3150,36,60,Efectivo,19990524,1999,05
3151,14,70,Efectivo,19990524,1999,05
3152,9,95,Efectivo,19990524,1999,05
3153,3,5,Efectivo,19990524,1999,05
3154,6,20,Efectivo,19990524,1999,05
3155,100,91,Consigna,19990524,1999,05
3156,5,33,Efectivo,19990524,1999,05
3157,3,1,Efectivo,19990524,1999,05
3158,29,25,Efectivo,19990524,1999,05
3159,1,3,Efectivo,19990524,1999,05
3160,100,6,Consigna,19990524,1999,05
3161,1,92,Efectivo,19990524,1999,05
3162,1,1,Efectivo,19990524,1999,05
3163,6,20,Efectivo,19990524,1999,05
3164,6,20,Efectivo,19990524,1999,05
3165,4,5,Efectivo,19990525,1999,05
3166,29,32,Efectivo,19990525,1999,05
3167,14,70,Efectivo,19990525,1999,05
3168,36,35,Efectivo,19990525,1999,05
3169,14,70,Efectivo,19990525,1999,05
3170,4,4,Efectivo,19990525,1999,05
3171,29,32,Efectivo,19990525,1999,05
3172,3,83,Efectivo,19990525,1999,05
3173,22,60,Efectivo,19990525,1999,05
3174,22,33,Efectivo,19990525,1999,05
3175,3,7,Efectivo,19990525,1999,05
3176,1,3,Efectivo,19990525,1999,05
3177,100,12,Consigna,19990525,1999,05
3178,11,27,Efectivo,19990525,1999,05
3179,100,59,Consigna,19990525,1999,05
3180,3,1,Efectivo,19990525,1999,05
3181,1,91,Efectivo,19990525,1999,05
3182,29,32,Efectivo,19990525,1999,05
3183,1,23,Efectivo,19990526,1999,05
3184,4,5,Efectivo,19990526,1999,05
3185,29,18,Efectivo,19990526,1999,05
3186,11,27,Efectivo,19990526,1999,05
3187,9,92,Efectivo,19990526,1999,05
3188,5,96,Efectivo,19990526,1999,05
3189,16,40,Efectivo,19990526,1999,05
3190,53,16,Efectivo,19990526,1999,05
3191,29,20,Efectivo,19990526,1999,05
3192,22,33,Efectivo,19990526,1999,05
3193,22,33,Efectivo,19990526,1999,05
3194,14,70,Efectivo,19990527,1999,05
3196,29,46,Efectivo,19990527,1999,05
3197,29,46,Efectivo,19990527,1999,05
3198,14,70,Efectivo,19990527,1999,05
3199,9,13,Efectivo,19990527,1999,05
3200,3,7,Efectivo,19990527,1999,05
3201,28,17,Efectivo,19990527,1999,05
3202,36,76,Efectivo,19990527,1999,05
3203,36,76,Efectivo,19990527,1999,05
3204,29,32,Efectivo,19990527,1999,05
3205,53,21,Efectivo,19990527,1999,05
3206,22,60,Efectivo,19990527,1999,05
3207,29,46,Efectivo,19990527,1999,05
3208,14,70,Efectivo,19990528,1999,05
3209,14,70,Efectivo,19990528,1999,05
3210,29,66,Efectivo,19990528,1999,05
3212,29,25,Efectivo,19990528,1999,05
3213,1,24,Efectivo,19990528,1999,05
3215,9,11,Efectivo,19990528,1999,05
3216,22,60,Efectivo,19990529,1999,05
3217,1,23,Efectivo,19990529,1999,05
3218,1,24,Efectivo,19990529,1999,05
3219,9,84,Efectivo,19990529,1999,05
3220,22,60,Efectivo,19990529,1999,05
3222,29,32,Efectivo,19990531,1999,05
3223,6,20,Efectivo,19990531,1999,05
3224,6,20,Efectivo,19990531,1999,05
3225,29,32,Efectivo,19990531,1999,05
3226,14,70,Efectivo,19990531,1999,05
3227,20,1,Efectivo,19990531,1999,05
3228,6,4,Efectivo,19990531,1999,05
3229,9,92,Efectivo,19990531,1999,05
3230,9,95,Efectivo,19990531,1999,05
3231,29,29,Efectivo,19990531,1999,05
3232,29,29,Efectivo,19990531,1999,05
3233,1,92,Efectivo,19990531,1999,05
3235,5,97,Efectivo,19990531,1999,05
3236,29,32,Efectivo,19990531,1999,05
3237,36,60,Efectivo,19990531,1999,05
3238,3,83,Efectivo,19990601,1999,06
3239,100,11,Consigna,19990601,1999,06
3240,36,75,Efectivo,19990601,1999,06
3241,1,21,Efectivo,19990601,1999,06
3242,36,33,Efectivo,19990601,1999,06
3244,29,29,Efectivo,19990601,1999,06
3245,22,60,Efectivo,19990601,1999,06
3246,14,70,Efectivo,19990601,1999,06
3247,1,1,Efectivo,19990601,1999,06
3248,1,1,Efectivo,19990601,1999,06
3249,14,70,Efectivo,19990601,1999,06
3250,1,2,Efectivo,19990602,1999,06
3251,1,1,Efectivo,19990602,1999,06
3252,1,24,Efectivo,19990602,1999,06
3253,4,5,Efectivo,19990602,1999,06
3255,29,31,Efectivo,19990602,1999,06
3256,9,95,Efectivo,19990602,1999,06
3257,3,5,Efectivo,19990602,1999,06
3258,3,5,Efectivo,19990602,1999,06
3259,3,5,Efectivo,19990602,1999,06
3260,1,23,Efectivo,19990602,1999,06
3261,18,66,Efectivo,19990603,1999,06
3262,14,70,Efectivo,19990603,1999,06
3264,1,21,Efectivo,19990603,1999,06
3265,9,9,Efectivo,19990603,1999,06
3267,3,83,Efectivo,19990603,1999,06
3268,14,70,Efectivo,19990603,1999,06
3269,100,70,Consigna,19990603,1999,06
3270,14,70,Efectivo,19990603,1999,06
3271,53,5,Efectivo,19990603,1999,06
3272,16,40,Efectivo,19990603,1999,06
3273,29,27,Efectivo,19990603,1999,06
3274,29,37,Efectivo,19990603,1999,06
3275,9,11,Efectivo,19990603,1999,06
3276,6,20,Efectivo,19990603,1999,06
3277,36,3,Efectivo,19990603,1999,06
3278,8,38,Efectivo,19990603,1999,06
3279,8,38,Efectivo,19990603,1999,06
3280,90,3,Efectivo,19990603,1999,06
3281,29,37,Efectivo,19990603,1999,06
3282,1,3,Efectivo,19990604,1999,06
3283,29,55,Efectivo,19990604,1999,06
3284,3,83,Efectivo,19990604,1999,06
3285,29,18,Efectivo,19990604,1999,06
3286,1,23,Efectivo,19990604,1999,06
3287,14,70,Efectivo,19990604,1999,06
3288,6,20,Efectivo,19990604,1999,06
3290,1,92,Efectivo,19990605,1999,06
3291,9,9,Efectivo,19990607,1999,06
3292,28,57,Efectivo,19990607,1999,06
3293,14,70,Efectivo,19990607,1999,06
3295,14,70,Efectivo,19990607,1999,06
3296,53,3,Efectivo,19990607,1999,06
3297,6,20,Efectivo,19990607,1999,06
3298,14,70,Efectivo,19990607,1999,06
3299,1,3,Efectivo,19990607,1999,06
3301,9,92,Efectivo,19990608,1999,06
3302,29,32,Efectivo,19990608,1999,06
3303,22,61,Efectivo,19990608,1999,06
3304,14,70,Efectivo,19990608,1999,06
3305,22,60,Efectivo,19990608,1999,06
3306,100,66,Consigna,19990609,1999,06
3307,14,70,Efectivo,19990609,1999,06
3310,17,77,Efectivo,19990609,1999,06
3312,100,95,Consigna,19990609,1999,06
3313,36,3,Efectivo,19990609,1999,06
3314,100,70,Consigna,19990610,1999,06
3315,29,18,Efectivo,19990610,1999,06
3316,100,11,Consigna,19990610,1999,06
3317,29,18,Efectivo,19990610,1999,06
3318,9,10,Efectivo,19990610,1999,06
3319,100,12,Tarjeta,19990610,1999,06
3322,9,92,Efectivo,19990611,1999,06
3323,100,12,Consigna,19990611,1999,06
3324,3,1,Efectivo,19990611,1999,06
3325,3,7,Efectivo,19990611,1999,06
3327,29,25,Efectivo,19990611,1999,06
3328,28,4,Efectivo,19990611,1999,06
3329,29,37,Efectivo,19990611,1999,06
3330,100,73,Consigna,19990611,1999,06
3331,100,43,Consigna,19990611,1999,06
3332,29,55,Efectivo,19990612,1999,06
3333,29,32,Efectivo,19990614,1999,06
3334,9,85,Efectivo,19990614,1999,06
3335,100,4,Consigna,19990614,1999,06
3337,1,1,Efectivo,19990614,1999,06
3338,9,85,Efectivo,19990614,1999,06
3339,11,27,Efectivo,19990614,1999,06
3340,9,95,Efectivo,19990614,1999,06
3341,36,60,Efectivo,19990614,1999,06
3342,11,27,Efectivo,19990614,1999,06
3343,29,25,Efectivo,19990615,1999,06
3344,100,22,Consigna,19990616,1999,06
3345,100,11,Consigna,19990616,1999,06
3346,29,25,Efectivo,19990616,1999,06
3347,29,25,Efectivo,19990616,1999,06
3348,9,84,Efectivo,19990616,1999,06
3349,29,18,Efectivo,19990616,1999,06
3350,14,70,Efectivo,19990616,1999,06
3353,100,35,Consigna,19990616,1999,06
3354,53,12,Efectivo,19990616,1999,06
3355,9,84,Efectivo,19990617,1999,06
3356,29,18,Efectivo,19990617,1999,06
3357,100,95,Consigna,19990617,1999,06
3358,100,95,Consigna,19990617,1999,06
3361,1,21,Efectivo,19990617,1999,06
3362,29,55,Efectivo,19990618,1999,06
3363,36,76,Efectivo,19990618,1999,06
3364,29,25,Efectivo,19990618,1999,06
3366,36,76,Efectivo,19990619,1999,06
3368,1,92,Efectivo,19990621,1999,06
3369,100,20,Consigna,19990621,1999,06
3370,22,60,Efectivo,19990621,1999,06
3371,36,35,Efectivo,19990621,1999,06
3372,3,1,Efectivo,19990621,1999,06
3373,100,86,Consigna,19990622,1999,06
3376,36,76,Efectivo,19990622,1999,06
3378,3,1,Efectivo,19990622,1999,06
3379,100,11,Consigna,19990622,1999,06
3380,17,76,Efectivo,19990622,1999,06
3383,6,20,Efectivo,19990622,1999,06
3384,100,43,Consigna,19990622,1999,06
3385,100,35,Consigna,19990623,1999,06
3386,100,22,Consigna,19990623,1999,06
3387,36,60,Efectivo,19990623,1999,06
3389,100,12,Consigna,19990623,1999,06
3393,6,20,Efectivo,19990623,1999,06
3394,36,60,Efectivo,19990624,1999,06
3395,100,40,Consigna,19990624,1999,06
3397,100,22,Consigna,19990624,1999,06
3400,100,22,Consigna,19990624,1999,06
3401,3,1,Efectivo,19990624,1999,06
3403,100,6,Consigna,19990625,1999,06
3404,29,31,Efectivo,19990625,1999,06
3405,100,10,Consigna,19990625,1999,06
3406,1,23,Efectivo,19990625,1999,06
3407,29,31,Efectivo,19990625,1999,06
3408,100,92,Consigna,19990625,1999,06
3410,11,27,Efectivo,19990625,1999,06
3411,36,3,Efectivo,19990626,1999,06
3412,100,91,Consigna,19990626,1999,06
3413,29,24,Efectivo,19990626,1999,06
3415,100,95,Consigna,19990626,1999,06
3417,100,70,Consigna,19990628,1999,06
3418,9,95,Efectivo,19990628,1999,06
3420,9,95,Efectivo,19990628,1999,06
3427,100,22,Consigna,19990628,1999,06
3428,6,20,Efectivo,19990628,1999,06
3429,29,32,Efectivo,19990628,1999,06
3431,100,2,Consigna,19990629,1999,06
3432,29,24,Efectivo,19990629,1999,06
3433,29,24,Efectivo,19990629,1999,06
3434,100,11,Consigna,19990629,1999,06
3435,100,66,Consigna,19990629,1999,06
3436,100,11,Consigna,19990629,1999,06
3437,36,74,Efectivo,19990629,1999,06
3438,100,86,Consigna,19990629,1999,06
3443,100,43,Consigna,19990630,1999,06
3445,3,1,Efectivo,19990701,1999,07
3446,100,11,Consigna,19990701,1999,07
3448,29,24,Efectivo,19990701,1999,07
3451,6,20,Efectivo,19990702,1999,07
3452,9,10,Efectivo,19990702,1999,07
3453,100,91,Consigna,19990702,1999,07
3454,18,66,Efectivo,19990703,1999,07
3455,100,22,Consigna,19990703,1999,07
3456,6,20,Efectivo,19990705,1999,07
3458,3,7,Efectivo,19990705,1999,07
3461,11,27,Efectivo,19990705,1999,07
3462,1,3,Efectivo,19990706,1999,07
3464,100,27,Consigna,19990706,1999,07
3465,100,6,Tarjeta,19990706,1999,07
3469,100,51,Consigna,19990707,1999,07
3470,100,86,Consigna,19990707,1999,07
3472,1,2,Efectivo,19990707,1999,07
3474,53,18,Efectivo,19990707,1999,07
3475,100,20,Consigna,19990707,1999,07
3477,14,70,Efectivo,19990707,1999,07
3478,6,20,Efectivo,19990708,1999,07
3479,100,52,Consigna,19990708,1999,07
3480,6,20,Efectivo,19990708,1999,07
3483,100,11,Consigna,19990708,1999,07
3486,100,76,Consigna,19990709,1999,07
3489,100,60,Consigna,19990709,1999,07
3490,1,2,Efectivo,19990712,1999,07
3494,100,10,Consigna,19990713,1999,07
3495,100,27,Consigna,19990713,1999,07
3496,100,27,Consigna,19990713,1999,07
3497,29,19,Efectivo,19990713,1999,07
3500,1,1,Efectivo,19990713,1999,07
3504,11,27,Efectivo,19990713,1999,07
3505,29,32,Efectivo,19990713,1999,07
3507,29,37,Efectivo,19990713,1999,07
3509,29,55,Efectivo,19990714,1999,07
3510,100,27,Consigna,19990714,1999,07
3511,29,55,Efectivo,19990714,1999,07
3512,100,11,Consigna,19990715,1999,07
3513,100,17,Consigna,19990715,1999,07
3514,6,20,Efectivo,19990715,1999,07
3515,29,55,Efectivo,19990715,1999,07
3520,29,29,Efectivo,19990716,1999,07
3521,11,27,Efectivo,19990719,1999,07
3522,100,11,Consigna,19990719,1999,07
3523,29,19,Efectivo,19990719,1999,07
3524,52,12,Efectivo,19990719,1999,07
3525,9,95,Efectivo,19990719,1999,07
3526,29,25,Efectivo,19990719,1999,07
3527,6,20,Efectivo,19990719,1999,07
3528,100,99,Consigna,19990720,1999,07
3529,100,10,Consigna,19990720,1999,07
3530,29,28,Efectivo,19990720,1999,07
3532,29,24,Efectivo,19990721,1999,07
3533,29,29,Efectivo,19990721,1999,07
3534,29,45,Efectivo,19990721,1999,07
3535,100,68,Consigna,19990721,1999,07
3537,29,32,Efectivo,19990721,1999,07
3540,100,11,Consigna,19990721,1999,07
3542,100,38,Consigna,19990721,1999,07
3544,100,11,Consigna,19990722,1999,07
3545,3,7,Efectivo,19990722,1999,07
3547,36,76,Efectivo,19990723,1999,07
3549,29,29,Efectivo,19990724,1999,07
3551,29,31,Efectivo,19990726,1999,07
3552,29,18,Efectivo,19990726,1999,07
3553,36,76,Efectivo,19990726,1999,07
3555,100,68,Consigna,19990726,1999,07
3556,29,32,Efectivo,19990726,1999,07
3557,36,76,Efectivo,19990726,1999,07
3558,29,25,Efectivo,19990727,1999,07
3559,29,16,Efectivo,19990727,1999,07
3560,29,16,Efectivo,19990727,1999,07
3561,29,31,Efectivo,19990727,1999,07
3562,29,18,Efectivo,19990727,1999,07
3564,10,80,Efectivo,19990727,1999,07
3566,9,95,Efectivo,19990727,1999,07
3567,36,33,Efectivo,19990728,1999,07
3568,100,1,Tarjeta,19990728,1999,07
3570,100,12,Consigna,19990729,1999,07
3571,1,91,Efectivo,19990729,1999,07
3572,29,66,Efectivo,19990729,1999,07
3574,1,91,Efectivo,19990729,1999,07
3575,36,60,Efectivo,19990730,1999,07
3576,100,17,Consigna,19990730,1999,07
3577,36,76,Efectivo,19990730,1999,07
3578,100,11,Consigna,19990731,1999,07
3580,1,91,Efectivo,19990802,1999,08
3581,100,22,Consigna,19990802,1999,08
3582,3,83,Efectivo,19990802,1999,08
3583,36,60,Efectivo,19990802,1999,08
3584,100,11,Consigna,19990803,1999,08
3585,14,70,Efectivo,19990803,1999,08
3587,100,22,Consigna,19990803,1999,08
3588,36,60,Efectivo,19990803,1999,08
3589,36,35,Efectivo,19990803,1999,08
3590,100,51,Consigna,19990803,1999,08
3591,9,13,Efectivo,19990803,1999,08
3593,17,76,Efectivo,19990803,1999,08
3594,9,85,Efectivo,19990803,1999,08
3595,52,12,Efectivo,19990803,1999,08
3596,9,85,Efectivo,19990803,1999,08
3597,9,11,Efectivo,19990803,1999,08
3598,14,70,Cheque,19990803,1999,08
3601,100,11,Consigna,19990805,1999,08
3602,29,24,Efectivo,19990805,1999,08
3603,100,86,Consigna,19990805,1999,08
3606,29,24,Efectivo,19990805,1999,08
3608,29,25,Efectivo,19990806,1999,08
3609,53,21,Efectivo,19990806,1999,08
3610,17,76,Efectivo,19990806,1999,08
3611,1,92,Efectivo,19990806,1999,08
3612,100,11,Consigna,19990807,1999,08
3613,36,74,Efectivo,19990807,1999,08
3616,100,63,Consigna,19990809,1999,08
3619,1,91,Efectivo,19990809,1999,08
3620,36,76,Efectivo,19990809,1999,08
3622,9,13,Efectivo,19990810,1999,08
3623,100,95,Consigna,19990810,1999,08
3624,36,3,Efectivo,19990810,1999,08
3626,1,91,Efectivo,19990810,1999,08
3627,100,11,Consigna,19990810,1999,08
3628,22,61,Efectivo,19990810,1999,08
3629,9,85,Efectivo,19990810,1999,08
3632,29,37,Efectivo,19990810,1999,08
3633,29,46,Efectivo,19990811,1999,08
3634,36,35,Efectivo,19990811,1999,08
3635,36,3,Efectivo,19990811,1999,08
3636,36,73,Efectivo,19990811,1999,08
3637,9,11,Efectivo,19990811,1999,08
3638,9,11,Efectivo,19990811,1999,08
3639,36,60,Efectivo,19990811,1999,08
3640,100,60,Consigna,19990811,1999,08
3641,16,38,Efectivo,19990811,1999,08
3642,9,84,Efectivo,19990811,1999,08
3643,100,44,Consigna,19990811,1999,08
3644,100,27,Consigna,19990811,1999,08
3646,100,10,Consigna,19990811,1999,08
3647,14,70,Efectivo,19990812,1999,08
3648,6,20,Efectivo,19990812,1999,08
3651,9,84,Efectivo,19990812,1999,08
3652,29,46,Efectivo,19990812,1999,08
3653,11,27,Efectivo,19990812,1999,08
3654,9,10,Efectivo,19990813,1999,08
3655,100,12,Consigna,19990813,1999,08
3656,100,93,Consigna,19990813,1999,08
3657,9,9,Efectivo,19990813,1999,08
3659,100,11,Consigna,19990813,1999,08
3660,3,7,Efectivo,19990813,1999,08
3661,17,76,Efectivo,19990813,1999,08
3662,53,16,Efectivo,19990813,1999,08
3665,22,60,Efectivo,19990814,1999,08
3666,100,59,Consigna,19990814,1999,08
3667,100,27,Consigna,19990814,1999,08
3668,5,96,Efectivo,19990816,1999,08
3669,1,23,Efectivo,19990816,1999,08
3670,53,21,Efectivo,19990816,1999,08
3671,100,70,Consigna,19990816,1999,08
3673,6,20,Efectivo,19990817,1999,08
3674,100,23,Consigna,19990817,1999,08
3676,18,66,Efectivo,19990817,1999,08
3677,3,5,Efectivo,19990817,1999,08
3678,9,84,Efectivo,19990817,1999,08
3679,29,24,Efectivo,19990817,1999,08
3680,3,1,Efectivo,19990817,1999,08
3681,14,70,Efectivo,19990817,1999,08
3682,1,3,Efectivo,19990817,1999,08
3683,3,83,Efectivo,19990817,1999,08
3684,11,27,Efectivo,19990817,1999,08
3685,16,40,Efectivo,19990817,1999,08
3686,3,1,Efectivo,19990817,1999,08
3687,9,85,Efectivo,19990817,1999,08
3688,1,92,Efectivo,19990817,1999,08
3689,1,92,Efectivo,19990817,1999,08
3690,6,20,Efectivo,19990817,1999,08
3692,1,24,Efectivo,19990818,1999,08
3693,1,2,Efectivo,19990818,1999,08
3694,1,2,Efectivo,19990818,1999,08
3695,1,91,Efectivo,19990818,1999,08
3696,5,97,Efectivo,19990818,1999,08
3697,5,97,Efectivo,19990818,1999,08
3698,5,97,Efectivo,19990818,1999,08
3699,100,20,Consigna,19990818,1999,08
3700,100,12,Consigna,19990818,1999,08
3701,5,96,Efectivo,19990818,1999,08
3702,9,85,Efectivo,19990818,1999,08
3703,9,85,Efectivo,19990818,1999,08
3704,29,24,Efectivo,19990818,1999,08
3705,29,24,Efectivo,19990818,1999,08
3706,36,55,Efectivo,19990818,1999,08
3707,4,87,Efectivo,19990818,1999,08
3708,9,9,Efectivo,19990818,1999,08
3709,100,31,Consigna,19990818,1999,08
3710,9,95,Efectivo,19990818,1999,08
3711,100,22,Consigna,19990818,1999,08
3712,3,7,Efectivo,19990818,1999,08
3713,1,1,Efectivo,19990819,1999,08
3714,1,1,Efectivo,19990819,1999,08
3715,29,19,Efectivo,19990819,1999,08
3716,1,23,Efectivo,19990819,1999,08
3717,1,1,Efectivo,19990819,1999,08
3718,15,1,Efectivo,19990819,1999,08
3719,5,97,Efectivo,19990819,1999,08
3720,9,85,Efectivo,19990819,1999,08
3721,53,21,Efectivo,19990819,1999,08
3722,29,46,Efectivo,19990819,1999,08
3723,29,46,Efectivo,19990819,1999,08
3724,3,83,Efectivo,19990819,1999,08
3725,100,60,Consigna,19990819,1999,08
3726,14,70,Efectivo,19990819,1999,08
3727,14,70,Efectivo,19990819,1999,08
3728,14,70,Efectivo,19990819,1999,08
3729,14,70,Efectivo,19990819,1999,08
3730,6,20,Efectivo,19990819,1999,08
3731,100,22,Consigna,19990819,1999,08
3732,1,1,Efectivo,19990819,1999,08
3733,14,70,Efectivo,19990819,1999,08
3734,14,70,Efectivo,19990819,1999,08
3735,14,70,Efectivo,19990819,1999,08
3736,14,70,Efectivo,19990820,1999,08
3737,3,83,Efectivo,19990820,1999,08
3739,17,78,Efectivo,19990820,1999,08
3740,3,7,Efectivo,19990820,1999,08
3741,3,83,Efectivo,19990820,1999,08
3742,3,1,Efectivo,19990820,1999,08
3743,1,1,Efectivo,19990820,1999,08
3744,6,20,Efectivo,19990820,1999,08
3745,1,94,Efectivo,19990820,1999,08
3746,1,3,Efectivo,19990820,1999,08
3747,1,3,Efectivo,19990820,1999,08
3748,53,5,Efectivo,19990821,1999,08
3749,1,3,Efectivo,19990821,1999,08
3750,62,2,Efectivo,19990821,1999,08
3751,6,20,Efectivo,19990821,1999,08
3752,14,70,Efectivo,19990821,1999,08
3753,16,38,Efectivo,19990821,1999,08
3754,1,23,Efectivo,19990821,1999,08
3755,3,83,Efectivo,19990821,1999,08
3756,1,24,Efectivo,19990823,1999,08
3757,1,23,Efectivo,19990823,1999,08
3758,1,3,Efectivo,19990823,1999,08
3760,1,1,Efectivo,19990823,1999,08
3761,1,92,Efectivo,19990823,1999,08
3762,6,20,Efectivo,19990823,1999,08
3764,29,46,Efectivo,19990823,1999,08
3765,1,2,Efectivo,19990823,1999,08
3766,1,1,Efectivo,19990823,1999,08
3767,1,1,Efectivo,19990823,1999,08
3768,3,83,Efectivo,19990823,1999,08
3769,5,97,Efectivo,19990823,1999,08
3770,1,91,Efectivo,19990823,1999,08
3771,36,60,Efectivo,19990823,1999,08
3772,3,83,Efectivo,19990823,1999,08
3775,1,91,Efectivo,19990823,1999,08
3776,1,2,Efectivo,19990823,1999,08
3777,29,18,Efectivo,19990824,1999,08
3778,100,66,Consigna,19990824,1999,08
3779,9,93,Efectivo,19990824,1999,08
3780,3,83,Efectivo,19990824,1999,08
3784,1,91,Efectivo,19990824,1999,08
3785,100,28,Consigna,19990825,1999,08
3786,14,70,Efectivo,19990825,1999,08
3787,5,96,Efectivo,19990825,1999,08
3788,1,1,Efectivo,19990825,1999,08
3789,29,24,Efectivo,19990825,1999,08
3790,4,5,Efectivo,19990825,1999,08
3791,29,14,Efectivo,19990825,1999,08
3792,3,83,Efectivo,19990825,1999,08
3795,9,95,Efectivo,19990825,1999,08
3797,100,11,Consigna,19990825,1999,08
3798,1,91,Efectivo,19990825,1999,08
3800,3,5,Efectivo,19990826,1999,08
3802,1,1,Efectivo,19990826,1999,08
3803,3,1,Cheque,19990826,1999,08
3804,3,1,Efectivo,19990826,1999,08
3805,1,91,Efectivo,19990826,1999,08
3806,1,91,Efectivo,19990826,1999,08
3807,1,1,Efectivo,19990826,1999,08
3808,5,97,Efectivo,19990826,1999,08
3809,1,91,Efectivo,19990826,1999,08
3810,6,20,Efectivo,19990826,1999,08
3811,1,91,Efectivo,19990826,1999,08
3812,18,66,Efectivo,19990826,1999,08
3813,1,1,Efectivo,19990827,1999,08
3814,1,24,Efectivo,19990827,1999,08
3815,6,20,Efectivo,19990827,1999,08
3817,100,52,Consigna,19990827,1999,08
3818,1,91,Efectivo,19990827,1999,08
3819,17,78,Efectivo,19990827,1999,08
3820,5,33,Efectivo,19990827,1999,08
3821,53,3,Efectivo,19990827,1999,08
3823,1,2,Efectivo,19990827,1999,08
3824,36,75,Efectivo,19990827,1999,08
3825,10,80,Efectivo,19990827,1999,08
3826,3,1,Efectivo,19990827,1999,08
3828,1,1,Efectivo,19990828,1999,08
3829,9,10,Efectivo,19990828,1999,08
3830,1,91,Efectivo,19990828,1999,08
3831,100,67,Consigna,19990828,1999,08
3832,29,32,Efectivo,19990828,1999,08
3833,1,23,Efectivo,19990830,1999,08
3834,9,93,Efectivo,19990830,1999,08
3835,29,32,Efectivo,19990830,1999,08
3836,1,91,Efectivo,19990830,1999,08
3837,29,25,Efectivo,19990830,1999,08
3838,14,70,Efectivo,19990830,1999,08
3839,100,85,Consigna,19990830,1999,08
3840,100,50,Consigna,19990830,1999,08
3841,3,83,Efectivo,19990830,1999,08
3842,3,1,Efectivo,19990830,1999,08
3843,16,40,Efectivo,19990830,1999,08
3844,1,91,Efectivo,19990830,1999,08
3845,6,20,Efectivo,19990830,1999,08
3846,29,29,Efectivo,19990830,1999,08
3847,53,5,Efectivo,19990830,1999,08
3848,100,43,Consigna,19990830,1999,08
3849,9,85,Efectivo,19990831,1999,08
3851,9,92,Efectivo,19990831,1999,08
3852,9,11,Efectivo,19990831,1999,08
3853,3,7,Efectivo,19990831,1999,08
3854,8,38,Efectivo,19990831,1999,08
3855,5,33,Efectivo,19990831,1999,08
3856,29,32,Efectivo,19990831,1999,08
3857,100,67,Consigna,19990831,1999,08
3858,6,20,Efectivo,19990831,1999,08
3859,100,95,Consigna,19990831,1999,08
3860,6,20,Efectivo,19990831,1999,08
3861,1,2,Efectivo,19990831,1999,08
3862,36,3,Efectivo,19990831,1999,08
3863,3,7,Efectivo,19990901,1999,09
3864,29,32,Efectivo,19990901,1999,09
3865,3,1,Efectivo,19990901,1999,09
3866,1,23,Efectivo,19990901,1999,09
3867,1,3,Efectivo,19990901,1999,09
