Articulo,Precio,Año,Mes
14,3000,2005,10
14,3000,2005,11
14,3000,2005,12
14,3000,2006,1
14,3000,2006,2
14,3000,2006,3
14,3000,2006,4
14,3000,2006,5
14,3000,2006,6
14,3000,2006,7
14,3000,2006,8
14,3000,2006,9
14,3000,2006,10
14,3000,2006,11
14,3000,2006,12
14,3000,2007,1
14,3000,2007,2
14,3000,2007,3
15,2000,1998,11
15,2000,1998,12
15,2000,1999,1
15,2000,1999,2
15,2000,1999,3
15,2000,1999,4
15,2000,1999,5
15,2000,1999,6
15,2000,1999,7
15,2000,1999,8
15,2000,1999,9
15,2000,1999,10
15,2200,1999,11
15,2200,1999,12
15,2200,2000,1
15,2200,2000,2
15,2200,2000,3
15,2200,2000,4
15,2200,2000,5
15,2200,2000,6
15,2200,2000,7
15,2200,2000,8
15,2200,2000,9
15,2200,2000,10
15,2200,2000,11
15,2200,2000,12
15,2200,2001,1
15,2200,2001,2
15,2200,2001,3
15,2200,2001,4
15,2200,2001,5
15,2200,2001,6
15,2200,2001,7
15,2200,2001,8
15,2200,2001,9
15,2200,2001,10
15,2200,2001,11
15,2200,2001,12
15,2200,2002,1
15,2200,2002,2
15,2200,2002,3
15,2200,2002,4
15,2200,2002,5
15,2200,2002,6
15,2200,2002,7
15,2200,2002,8
15,2200,2002,9
15,2600,2002,10
15,2600,2002,11
15,2600,2002,12
15,2600,2003,1
15,2600,2003,2
15,2600,2003,3
15,2600,2003,4
15,2600,2003,5
15,2600,2003,6
15,2600,2003,7
15,2600,2003,8
15,2600,2003,9
15,2600,2003,10
15,2600,2003,11
15,2600,2003,12
15,2600,2004,1
15,2600,2004,2
15,2600,2004,3
15,2600,2004,4
15,2600,2004,5
15,2600,2004,6
15,2600,2004,7
15,2600,2004,8
15,2600,2004,9
15,3000,2004,10
15,3000,2004,11
15,3000,2004,12
15,3000,2005,1
15,3000,2005,2
15,3000,2005,3
15,3000,2005,4
15,3000,2005,5
15,3000,2005,6
15,3000,2005,7
15,3000,2005,8
15,3000,2005,9
15,3000,2005,10
15,3000,2005,11
15,3000,2005,12
15,3000,2006,1
15,3000,2006,2
15,3000,2006,3
15,3000,2006,4
15,3000,2006,5
15,3000,2006,6
15,3000,2006,7
15,3000,2006,8
15,3000,2006,9
15,3000,2006,10
15,3000,2006,11
15,3000,2006,12
15,3000,2007,1
15,3000,2007,2
15,3000,2007,3
16,700,1998,11
16,700,1998,12
16,700,1999,1
16,700,1999,2
16,700,1999,3
16,700,1999,4
16,700,1999,5
16,700,1999,6
16,700,1999,7
16,700,1999,8
16,700,1999,9
16,700,1999,10
16,770,1999,11
16,770,1999,12
16,770,2000,1
16,770,2000,2
16,770,2000,3
16,770,2000,4
16,770,2000,5
16,770,2000,6
16,770,2000,7
16,770,2000,8
16,770,2000,9
16,770,2000,10
16,770,2000,11
16,770,2000,12
16,770,2001,1
16,770,2001,2
16,770,2001,3
16,770,2001,4
16,770,2001,5
16,770,2001,6
16,770,2001,7
16,770,2001,8
16,770,2001,9
16,770,2001,10
16,770,2001,11
16,770,2001,12
16,770,2002,1
16,770,2002,2
16,770,2002,3
16,770,2002,4
16,770,2002,5
16,770,2002,6
16,770,2002,7
16,770,2002,8
16,770,2002,9
16,910,2002,10
16,910,2002,11
16,910,2002,12
16,910,2003,1
16,910,2003,2
16,910,2003,3
16,910,2003,4
16,910,2003,5
16,910,2003,6
16,910,2003,7
16,910,2003,8
16,910,2003,9
16,910,2003,10
16,910,2003,11
16,910,2003,12
16,910,2004,1
16,910,2004,2
16,910,2004,3
16,910,2004,4
16,910,2004,5
16,910,2004,6
16,910,2004,7
16,910,2004,8
16,910,2004,9
16,1050,2004,10
16,1050,2004,11
16,1050,2004,12
16,1050,2005,1
16,1050,2005,2
16,1050,2005,3
16,1050,2005,4
16,1050,2005,5
16,1050,2005,6
16,1050,2005,7
16,1050,2005,8
16,1050,2005,9
16,1050,2005,10
16,1050,2005,11
16,1050,2005,12
16,1050,2006,1
16,1050,2006,2
16,1050,2006,3
16,1050,2006,4
16,1050,2006,5
16,1050,2006,6
16,1050,2006,7
16,1050,2006,8
16,1050,2006,9
16,1050,2006,10
16,1050,2006,11
16,1050,2006,12
16,1050,2007,1
16,1050,2007,2
16,1050,2007,3
17,2000,1998,11
17,2000,1998,12
17,2000,1999,1
17,2000,1999,2
17,2000,1999,3
17,2000,1999,4
17,2000,1999,5
17,2000,1999,6
17,2000,1999,7
17,2000,1999,8
17,2000,1999,9
17,2000,1999,10
17,2200,1999,11
17,2200,1999,12
17,2200,2000,1
17,2200,2000,2
17,2200,2000,3
17,2200,2000,4
17,2200,2000,5
17,2200,2000,6
17,2200,2000,7
17,2200,2000,8
17,2200,2000,9
17,2200,2000,10
17,2200,2000,11
17,2200,2000,12
17,2200,2001,1
17,2200,2001,2
17,2200,2001,3
17,2200,2001,4
17,2200,2001,5
17,2200,2001,6
17,2200,2001,7
17,2200,2001,8
17,2200,2001,9
17,2200,2001,10
17,2200,2001,11
17,2200,2001,12
17,2200,2002,1
17,2200,2002,2
17,2200,2002,3
17,2200,2002,4
17,2200,2002,5
17,2200,2002,6
17,2200,2002,7
17,2200,2002,8
17,2200,2002,9
17,2600,2002,10
17,2600,2002,11
17,2600,2002,12
17,2600,2003,1
17,2600,2003,2
17,2600,2003,3
17,2600,2003,4
17,2600,2003,5
17,2600,2003,6
17,2600,2003,7
17,2600,2003,8
17,2600,2003,9
17,2600,2003,10
17,2600,2003,11
17,2600,2003,12
17,2600,2004,1
17,2600,2004,2
17,2600,2004,3
17,2600,2004,4
17,2600,2004,5
17,2600,2004,6
17,2600,2004,7
17,2600,2004,8
17,2600,2004,9
17,3000,2004,10
17,3000,2004,11
17,3000,2004,12
17,3000,2005,1
17,3000,2005,2
17,3000,2005,3
17,3000,2005,4
17,3000,2005,5
17,3000,2005,6
17,3000,2005,7
17,3000,2005,8
17,3000,2005,9
17,3000,2005,10
17,3000,2005,11
17,3000,2005,12
17,3000,2006,1
17,3000,2006,2
17,3000,2006,3
17,3000,2006,4
17,3000,2006,5
17,3000,2006,6
17,3000,2006,7
17,3000,2006,8
17,3000,2006,9
17,3000,2006,10
17,3000,2006,11
17,3000,2006,12
17,3000,2007,1
17,3000,2007,2
17,3000,2007,3
18,500,1998,11
18,500,1998,12
18,500,1999,1
18,500,1999,2
18,500,1999,3
18,500,1999,4
18,500,1999,5
18,500,1999,6
18,500,1999,7
18,500,1999,8
18,500,1999,9
18,500,1999,10
18,550,1999,11
18,550,1999,12
18,550,2000,1
18,550,2000,2
18,550,2000,3
18,550,2000,4
18,550,2000,5
18,550,2000,6
18,550,2000,7
18,550,2000,8
18,550,2000,9
18,550,2000,10
18,550,2000,11
18,550,2000,12
18,550,2001,1
18,550,2001,2
18,550,2001,3
18,550,2001,4
18,550,2001,5
18,550,2001,6
18,550,2001,7
18,550,2001,8
18,550,2001,9
18,550,2001,10
18,550,2001,11
18,550,2001,12
18,550,2002,1
18,550,2002,2
18,550,2002,3
18,550,2002,4
18,550,2002,5
18,550,2002,6
18,550,2002,7
18,550,2002,8
18,550,2002,9
18,650,2002,10
18,650,2002,11
18,650,2002,12
18,650,2003,1
18,650,2003,2
18,650,2003,3
18,650,2003,4
18,650,2003,5
18,650,2003,6
18,650,2003,7
18,650,2003,8
18,650,2003,9
18,650,2003,10
18,650,2003,11
18,650,2003,12
18,650,2004,1
18,650,2004,2
18,650,2004,3
18,650,2004,4
18,650,2004,5
18,650,2004,6
18,650,2004,7
18,650,2004,8
18,650,2004,9
18,750,2004,10
18,750,2004,11
18,750,2004,12
18,750,2005,1
18,750,2005,2
18,750,2005,3
18,750,2005,4
18,750,2005,5
18,750,2005,6
18,750,2005,7
18,750,2005,8
18,750,2005,9
18,750,2005,10
18,750,2005,11
18,750,2005,12
18,750,2006,1
18,750,2006,2
18,750,2006,3
18,750,2006,4
18,750,2006,5
18,750,2006,6
18,750,2006,7
18,750,2006,8
18,750,2006,9
18,750,2006,10
18,750,2006,11
18,750,2006,12
18,750,2007,1
18,750,2007,2
18,750,2007,3
19,3500,1998,11
19,3500,1998,12
19,3500,1999,1
19,3500,1999,2
19,3500,1999,3
19,3500,1999,4
19,3500,1999,5
19,3500,1999,6
19,3500,1999,7
19,3500,1999,8
19,3500,1999,9
19,3500,1999,10
19,3850,1999,11
19,3850,1999,12
19,3850,2000,1
19,3850,2000,2
19,3850,2000,3
19,3850,2000,4
19,3850,2000,5
19,3850,2000,6
19,3850,2000,7
19,3850,2000,8
19,3850,2000,9
19,3850,2000,10
19,3850,2000,11
19,3850,2000,12
19,3850,2001,1
19,3850,2001,2
19,3850,2001,3
19,3850,2001,4
19,3850,2001,5
19,3850,2001,6
19,3850,2001,7
19,3850,2001,8
19,3850,2001,9
19,3850,2001,10
19,3850,2001,11
19,3850,2001,12
19,3850,2002,1
19,3850,2002,2
19,3850,2002,3
19,3850,2002,4
19,3850,2002,5
19,3850,2002,6
19,3850,2002,7
19,3850,2002,8
19,3850,2002,9
19,4550,2002,10
19,4550,2002,11
19,4550,2002,12
19,4550,2003,1
19,4550,2003,2
19,4550,2003,3
19,4550,2003,4
19,4550,2003,5
19,4550,2003,6
19,4550,2003,7
19,4550,2003,8
19,4550,2003,9
19,4550,2003,10
19,4550,2003,11
19,4550,2003,12
19,4550,2004,1
19,4550,2004,2
19,4550,2004,3
19,4550,2004,4
19,4550,2004,5
19,4550,2004,6
19,4550,2004,7
19,4550,2004,8
19,4550,2004,9
19,5250,2004,10
19,5250,2004,11
19,5250,2004,12
19,5250,2005,1
19,5250,2005,2
19,5250,2005,3
19,5250,2005,4
19,5250,2005,5
19,5250,2005,6
19,5250,2005,7
19,5250,2005,8
19,5250,2005,9
19,5250,2005,10
19,5250,2005,11
19,5250,2005,12
19,5250,2006,1
19,5250,2006,2
19,5250,2006,3
19,5250,2006,4
19,5250,2006,5
19,5250,2006,6
19,5250,2006,7
19,5250,2006,8
19,5250,2006,9
19,5250,2006,10
19,5250,2006,11
19,5250,2006,12
19,5250,2007,1
19,5250,2007,2
19,5250,2007,3
20,500,1998,11
20,500,1998,12
20,500,1999,1
20,500,1999,2
20,500,1999,3
20,500,1999,4
20,500,1999,5
20,500,1999,6
20,500,1999,7
20,500,1999,8
20,500,1999,9
20,500,1999,10
20,550,1999,11
20,550,1999,12
20,550,2000,1
20,550,2000,2
20,550,2000,3
20,550,2000,4
20,550,2000,5
20,550,2000,6
20,550,2000,7
20,550,2000,8
20,550,2000,9
20,550,2000,10
20,550,2000,11
20,550,2000,12
20,550,2001,1
20,550,2001,2
20,550,2001,3
20,550,2001,4
20,550,2001,5
20,550,2001,6
20,550,2001,7
20,550,2001,8
20,550,2001,9
20,550,2001,10
20,550,2001,11
20,550,2001,12
20,550,2002,1
20,550,2002,2
20,550,2002,3
20,550,2002,4
20,550,2002,5
20,550,2002,6
20,550,2002,7
20,550,2002,8
20,550,2002,9
20,650,2002,10
20,650,2002,11
20,650,2002,12
20,650,2003,1
20,650,2003,2
20,650,2003,3
20,650,2003,4
20,650,2003,5
20,650,2003,6
20,650,2003,7
20,650,2003,8
20,650,2003,9
20,650,2003,10
20,650,2003,11
20,650,2003,12
20,650,2004,1
20,650,2004,2
20,650,2004,3
20,650,2004,4
20,650,2004,5
20,650,2004,6
20,650,2004,7
20,650,2004,8
20,650,2004,9
20,750,2004,10
20,750,2004,11
20,750,2004,12
20,750,2005,1
20,750,2005,2
20,750,2005,3
20,750,2005,4
20,750,2005,5
20,750,2005,6
20,750,2005,7
20,750,2005,8
20,750,2005,9
20,750,2005,10
20,750,2005,11
20,750,2005,12
20,750,2006,1
20,750,2006,2
20,750,2006,3
20,750,2006,4
20,750,2006,5
20,750,2006,6
20,750,2006,7
20,750,2006,8
20,750,2006,9
20,750,2006,10
20,750,2006,11
20,750,2006,12
20,750,2007,1
20,750,2007,2
20,750,2007,3
21,700,1998,11
21,700,1998,12
21,700,1999,1
21,700,1999,2
21,700,1999,3
21,700,1999,4
21,700,1999,5
21,700,1999,6
21,700,1999,7
21,700,1999,8
21,700,1999,9
21,700,1999,10
21,770,1999,11
21,770,1999,12
21,770,2000,1
21,770,2000,2
21,770,2000,3
21,770,2000,4
21,770,2000,5
21,770,2000,6
21,770,2000,7
21,770,2000,8
21,770,2000,9
21,770,2000,10
21,770,2000,11
21,770,2000,12
21,770,2001,1
21,770,2001,2
21,770,2001,3
21,770,2001,4
21,770,2001,5
21,770,2001,6
21,770,2001,7
21,770,2001,8
21,770,2001,9
21,770,2001,10
21,770,2001,11
21,770,2001,12
21,770,2002,1
21,770,2002,2
21,770,2002,3
21,770,2002,4
21,770,2002,5
21,770,2002,6
21,770,2002,7
21,770,2002,8
21,770,2002,9
21,910,2002,10
21,910,2002,11
21,910,2002,12
21,910,2003,1
21,910,2003,2
21,910,2003,3
21,910,2003,4
21,910,2003,5
21,910,2003,6
21,910,2003,7
21,910,2003,8
21,910,2003,9
21,910,2003,10
21,910,2003,11
21,910,2003,12
21,910,2004,1
21,910,2004,2
21,910,2004,3
21,910,2004,4
21,910,2004,5
21,910,2004,6
21,910,2004,7
21,910,2004,8
21,910,2004,9
21,1050,2004,10
21,1050,2004,11
21,1050,2004,12
21,1050,2005,1
21,1050,2005,2
21,1050,2005,3
21,1050,2005,4
21,1050,2005,5
21,1050,2005,6
21,1050,2005,7
21,1050,2005,8
21,1050,2005,9
21,1050,2005,10
21,1050,2005,11
21,1050,2005,12
21,1050,2006,1
21,1050,2006,2
21,1050,2006,3
21,1050,2006,4
21,1050,2006,5
21,1050,2006,6
21,1050,2006,7
21,1050,2006,8
21,1050,2006,9
21,1050,2006,10
21,1050,2006,11
21,1050,2006,12
21,1050,2007,1
21,1050,2007,2
21,1050,2007,3
22,2000,1998,11
22,2000,1998,12
22,2000,1999,1
22,2000,1999,2
22,2000,1999,3
22,2000,1999,4
22,2000,1999,5
22,2000,1999,6
22,2000,1999,7
22,2000,1999,8
22,2000,1999,9
22,2000,1999,10
22,2200,1999,11
22,2200,1999,12
22,2200,2000,1
22,2200,2000,2
22,2200,2000,3
22,2200,2000,4
22,2200,2000,5
22,2200,2000,6
22,2200,2000,7
22,2200,2000,8
22,2200,2000,9
22,2200,2000,10
22,2200,2000,11
22,2200,2000,12
22,2200,2001,1
22,2200,2001,2
22,2200,2001,3
22,2200,2001,4
22,2200,2001,5
22,2200,2001,6
22,2200,2001,7
22,2200,2001,8
22,2200,2001,9
22,2200,2001,10
22,2200,2001,11
22,2200,2001,12
22,2200,2002,1
22,2200,2002,2
22,2200,2002,3
22,2200,2002,4
22,2200,2002,5
22,2200,2002,6
22,2200,2002,7
22,2200,2002,8
22,2200,2002,9
22,2600,2002,10
22,2600,2002,11
22,2600,2002,12
22,2600,2003,1
22,2600,2003,2
22,2600,2003,3
22,2600,2003,4
22,2600,2003,5
22,2600,2003,6
22,2600,2003,7
22,2600,2003,8
22,2600,2003,9
22,2600,2003,10
22,2600,2003,11
22,2600,2003,12
22,2600,2004,1
22,2600,2004,2
22,2600,2004,3
22,2600,2004,4
22,2600,2004,5
22,2600,2004,6
22,2600,2004,7
22,2600,2004,8
22,2600,2004,9
22,3000,2004,10
22,3000,2004,11
22,3000,2004,12
22,3000,2005,1
22,3000,2005,2
22,3000,2005,3
22,3000,2005,4
22,3000,2005,5
22,3000,2005,6
22,3000,2005,7
22,3000,2005,8
22,3000,2005,9
22,3000,2005,10
22,3000,2005,11
22,3000,2005,12
22,3000,2006,1
22,3000,2006,2
22,3000,2006,3
22,3000,2006,4
22,3000,2006,5
22,3000,2006,6
22,3000,2006,7
22,3000,2006,8
22,3000,2006,9
22,3000,2006,10
22,3000,2006,11
22,3000,2006,12
22,3000,2007,1
22,3000,2007,2
22,3000,2007,3
23,700,1998,11
23,700,1998,12
23,700,1999,1
23,700,1999,2
23,700,1999,3
23,700,1999,4
23,700,1999,5
23,700,1999,6
23,700,1999,7
23,700,1999,8
23,700,1999,9
23,700,1999,10
23,770,1999,11
23,770,1999,12
23,770,2000,1
23,770,2000,2
23,770,2000,3
23,770,2000,4
23,770,2000,5
23,770,2000,6
23,770,2000,7
23,770,2000,8
23,770,2000,9
23,770,2000,10
23,770,2000,11
23,770,2000,12
23,770,2001,1
23,770,2001,2
23,770,2001,3
23,770,2001,4
23,770,2001,5
23,770,2001,6
23,770,2001,7
23,770,2001,8
23,770,2001,9
23,770,2001,10
23,770,2001,11
23,770,2001,12
23,770,2002,1
23,770,2002,2
23,770,2002,3
23,770,2002,4
23,770,2002,5
23,770,2002,6
23,770,2002,7
23,770,2002,8
23,770,2002,9
23,910,2002,10
23,910,2002,11
23,910,2002,12
23,910,2003,1
23,910,2003,2
23,910,2003,3
23,910,2003,4
23,910,2003,5
23,910,2003,6
23,910,2003,7
23,910,2003,8
23,910,2003,9
23,910,2003,10
23,910,2003,11
23,910,2003,12
23,910,2004,1
23,910,2004,2
23,910,2004,3
23,910,2004,4
23,910,2004,5
23,910,2004,6
23,910,2004,7
23,910,2004,8
23,910,2004,9
23,1050,2004,10
23,1050,2004,11
23,1050,2004,12
23,1050,2005,1
23,1050,2005,2
23,1050,2005,3
23,1050,2005,4
23,1050,2005,5
23,1050,2005,6
23,1050,2005,7
23,1050,2005,8
23,1050,2005,9
23,1050,2005,10
23,1050,2005,11
23,1050,2005,12
23,1050,2006,1
23,1050,2006,2
23,1050,2006,3
23,1050,2006,4
23,1050,2006,5
23,1050,2006,6
23,1050,2006,7
23,1050,2006,8
23,1050,2006,9
23,1050,2006,10
23,1050,2006,11
23,1050,2006,12
23,1050,2007,1
23,1050,2007,2
23,1050,2007,3
24,700,1998,11
24,700,1998,12
24,700,1999,1
24,700,1999,2
24,700,1999,3
24,700,1999,4
24,700,1999,5
24,700,1999,6
24,700,1999,7
24,700,1999,8
24,700,1999,9
24,700,1999,10
24,770,1999,11
24,770,1999,12
24,770,2000,1
24,770,2000,2
24,770,2000,3
24,770,2000,4
24,770,2000,5
24,770,2000,6
24,770,2000,7
24,770,2000,8
24,770,2000,9
24,770,2000,10
24,770,2000,11
24,770,2000,12
24,770,2001,1
24,770,2001,2
24,770,2001,3
24,770,2001,4
24,770,2001,5
24,770,2001,6
24,770,2001,7
24,770,2001,8
24,770,2001,9
24,770,2001,10
24,770,2001,11
24,770,2001,12
24,770,2002,1
24,770,2002,2
24,770,2002,3
24,770,2002,4
24,770,2002,5
24,770,2002,6
24,770,2002,7
24,770,2002,8
24,770,2002,9
24,910,2002,10
24,910,2002,11
24,910,2002,12
24,910,2003,1
24,910,2003,2
24,910,2003,3
24,910,2003,4
24,910,2003,5
24,910,2003,6
24,910,2003,7
24,910,2003,8
24,910,2003,9
24,910,2003,10
24,910,2003,11
24,910,2003,12
24,910,2004,1
24,910,2004,2
24,910,2004,3
24,910,2004,4
24,910,2004,5
24,910,2004,6
24,910,2004,7
24,910,2004,8
24,910,2004,9
24,1050,2004,10
24,1050,2004,11
24,1050,2004,12
24,1050,2005,1
24,1050,2005,2
24,1050,2005,3
24,1050,2005,4
24,1050,2005,5
24,1050,2005,6
24,1050,2005,7
24,1050,2005,8
24,1050,2005,9
24,1050,2005,10
24,1050,2005,11
24,1050,2005,12
24,1050,2006,1
24,1050,2006,2
24,1050,2006,3
24,1050,2006,4
24,1050,2006,5
24,1050,2006,6
24,1050,2006,7
24,1050,2006,8
24,1050,2006,9
24,1050,2006,10
24,1050,2006,11
24,1050,2006,12
24,1050,2007,1
24,1050,2007,2
24,1050,2007,3
25,500,1998,11
25,500,1998,12
25,500,1999,1
25,500,1999,2
25,500,1999,3
25,500,1999,4
25,500,1999,5
25,500,1999,6
25,500,1999,7
25,500,1999,8
25,500,1999,9
25,500,1999,10
25,550,1999,11
25,550,1999,12
25,550,2000,1
25,550,2000,2
25,550,2000,3
25,550,2000,4
25,550,2000,5
25,550,2000,6
25,550,2000,7
25,550,2000,8
25,550,2000,9
25,550,2000,10
25,550,2000,11
25,550,2000,12
25,550,2001,1
25,550,2001,2
25,550,2001,3
25,550,2001,4
25,550,2001,5
25,550,2001,6
25,550,2001,7
25,550,2001,8
25,550,2001,9
25,550,2001,10
25,550,2001,11
25,550,2001,12
25,550,2002,1
25,550,2002,2
25,550,2002,3
25,550,2002,4
25,550,2002,5
25,550,2002,6
25,550,2002,7
25,550,2002,8
25,550,2002,9
25,650,2002,10
25,650,2002,11
25,650,2002,12
25,650,2003,1
25,650,2003,2
25,650,2003,3
25,650,2003,4
25,650,2003,5
25,650,2003,6
25,650,2003,7
25,650,2003,8
25,650,2003,9
25,650,2003,10
25,650,2003,11
25,650,2003,12
25,650,2004,1
25,650,2004,2
25,650,2004,3
25,650,2004,4
25,650,2004,5
25,650,2004,6
25,650,2004,7
25,650,2004,8
25,650,2004,9
25,750,2004,10
25,750,2004,11
25,750,2004,12
25,750,2005,1
25,750,2005,2
25,750,2005,3
25,750,2005,4
25,750,2005,5
25,750,2005,6
25,750,2005,7
25,750,2005,8
25,750,2005,9
25,750,2005,10
25,750,2005,11
25,750,2005,12
25,750,2006,1
25,750,2006,2
25,750,2006,3
25,750,2006,4
25,750,2006,5
25,750,2006,6
25,750,2006,7
25,750,2006,8
25,750,2006,9
25,750,2006,10
25,750,2006,11
25,750,2006,12
25,750,2007,1
25,750,2007,2
25,750,2007,3
26,3500,1998,11
26,3500,1998,12
26,3500,1999,1
26,3500,1999,2
26,3500,1999,3
26,3500,1999,4
26,3500,1999,5
26,3500,1999,6
26,3500,1999,7
26,3500,1999,8
26,3500,1999,9
26,3500,1999,10
26,3850,1999,11
26,3850,1999,12
26,3850,2000,1
26,3850,2000,2
26,3850,2000,3
26,3850,2000,4
26,3850,2000,5
26,3850,2000,6
26,3850,2000,7
26,3850,2000,8
26,3850,2000,9
26,3850,2000,10
26,3850,2000,11
26,3850,2000,12
26,3850,2001,1
26,3850,2001,2
26,3850,2001,3
26,3850,2001,4
26,3850,2001,5
26,3850,2001,6
26,3850,2001,7
26,3850,2001,8
26,3850,2001,9
26,3850,2001,10
26,3850,2001,11
26,3850,2001,12
26,3850,2002,1
26,3850,2002,2
26,3850,2002,3
26,3850,2002,4
26,3850,2002,5
26,3850,2002,6
26,3850,2002,7
26,3850,2002,8
26,3850,2002,9
26,4550,2002,10
26,4550,2002,11
26,4550,2002,12
26,4550,2003,1
26,4550,2003,2
26,4550,2003,3
26,4550,2003,4
26,4550,2003,5
26,4550,2003,6
26,4550,2003,7
26,4550,2003,8
26,4550,2003,9
26,4550,2003,10
26,4550,2003,11
26,4550,2003,12
26,4550,2004,1
26,4550,2004,2
26,4550,2004,3
26,4550,2004,4
26,4550,2004,5
26,4550,2004,6
26,4550,2004,7
26,4550,2004,8
26,4550,2004,9
26,5250,2004,10
26,5250,2004,11
26,5250,2004,12
26,5250,2005,1
26,5250,2005,2
26,5250,2005,3
26,5250,2005,4
26,5250,2005,5
26,5250,2005,6
26,5250,2005,7
26,5250,2005,8
26,5250,2005,9
26,5250,2005,10
26,5250,2005,11
26,5250,2005,12
26,5250,2006,1
26,5250,2006,2
26,5250,2006,3
26,5250,2006,4
26,5250,2006,5
26,5250,2006,6
26,5250,2006,7
26,5250,2006,8
26,5250,2006,9
26,5250,2006,10
26,5250,2006,11
26,5250,2006,12
26,5250,2007,1
26,5250,2007,2
26,5250,2007,3
27,300,1998,11
27,300,1998,12
27,300,1999,1
27,300,1999,2
27,300,1999,3
27,300,1999,4
27,300,1999,5
27,300,1999,6
27,300,1999,7
27,300,1999,8
27,300,1999,9
27,300,1999,10
27,330,1999,11
27,330,1999,12
27,330,2000,1
27,330,2000,2
27,330,2000,3
27,330,2000,4
27,330,2000,5
27,330,2000,6
27,330,2000,7
27,330,2000,8
27,330,2000,9
27,330,2000,10
27,330,2000,11
27,330,2000,12
27,330,2001,1
27,330,2001,2
27,330,2001,3
27,330,2001,4
27,330,2001,5
27,330,2001,6
27,330,2001,7
27,330,2001,8
27,330,2001,9
27,330,2001,10
27,330,2001,11
27,330,2001,12
27,330,2002,1
27,330,2002,2
27,330,2002,3
27,330,2002,4
27,330,2002,5
27,330,2002,6
27,330,2002,7
27,330,2002,8
27,330,2002,9
27,390,2002,10
27,390,2002,11
27,390,2002,12
27,390,2003,1
27,390,2003,2
27,390,2003,3
27,390,2003,4
27,390,2003,5
27,390,2003,6
27,390,2003,7
27,390,2003,8
27,390,2003,9
27,390,2003,10
27,390,2003,11
27,390,2003,12
27,390,2004,1
27,390,2004,2
27,390,2004,3
27,390,2004,4
27,390,2004,5
27,390,2004,6
27,390,2004,7
27,390,2004,8
27,390,2004,9
27,450,2004,10
27,450,2004,11
27,450,2004,12
27,450,2005,1
27,450,2005,2
27,450,2005,3
27,450,2005,4
27,450,2005,5
27,450,2005,6
27,450,2005,7
27,450,2005,8
27,450,2005,9
27,450,2005,10
27,450,2005,11
27,450,2005,12
27,450,2006,1
27,450,2006,2
27,450,2006,3
27,450,2006,4
27,450,2006,5
27,450,2006,6
27,450,2006,7
27,450,2006,8
27,450,2006,9
27,450,2006,10
27,450,2006,11
27,450,2006,12
27,450,2007,1
27,450,2007,2
27,450,2007,3
28,700,1998,11
28,700,1998,12
28,700,1999,1
28,700,1999,2
28,700,1999,3
28,700,1999,4
28,700,1999,5
28,700,1999,6
28,700,1999,7
28,700,1999,8
28,700,1999,9
28,700,1999,10
28,770,1999,11
28,770,1999,12
28,770,2000,1
28,770,2000,2
28,770,2000,3
28,770,2000,4
28,770,2000,5
28,770,2000,6
28,770,2000,7
28,770,2000,8
28,770,2000,9
28,770,2000,10
28,770,2000,11
28,770,2000,12
28,770,2001,1
28,770,2001,2
28,770,2001,3
28,770,2001,4
28,770,2001,5
28,770,2001,6
28,770,2001,7
28,770,2001,8
28,770,2001,9
28,770,2001,10
28,770,2001,11
28,770,2001,12
28,770,2002,1
28,770,2002,2
28,770,2002,3
28,770,2002,4
28,770,2002,5
28,770,2002,6
28,770,2002,7
28,770,2002,8
28,770,2002,9
28,910,2002,10
28,910,2002,11
28,910,2002,12
28,910,2003,1
28,910,2003,2
28,910,2003,3
28,910,2003,4
28,910,2003,5
28,910,2003,6
28,910,2003,7
28,910,2003,8
28,910,2003,9
28,910,2003,10
28,910,2003,11
28,910,2003,12
28,910,2004,1
28,910,2004,2
28,910,2004,3
28,910,2004,4
28,910,2004,5
28,910,2004,6
28,910,2004,7
28,910,2004,8
28,910,2004,9
28,1050,2004,10
28,1050,2004,11
28,1050,2004,12
28,1050,2005,1
28,1050,2005,2
28,1050,2005,3
28,1050,2005,4
28,1050,2005,5
28,1050,2005,6
28,1050,2005,7
28,1050,2005,8
28,1050,2005,9
28,1050,2005,10
28,1050,2005,11
28,1050,2005,12
28,1050,2006,1
28,1050,2006,2
28,1050,2006,3
28,1050,2006,4
28,1050,2006,5
28,1050,2006,6
28,1050,2006,7
28,1050,2006,8
28,1050,2006,9
28,1050,2006,10
28,1050,2006,11
28,1050,2006,12
28,1050,2007,1
28,1050,2007,2
28,1050,2007,3
29,500,1998,11
29,500,1998,12
29,500,1999,1
29,500,1999,2
29,500,1999,3
29,500,1999,4
29,500,1999,5
29,500,1999,6
29,500,1999,7
29,500,1999,8
29,500,1999,9
29,500,1999,10
29,550,1999,11
29,550,1999,12
29,550,2000,1
29,550,2000,2
29,550,2000,3
29,550,2000,4
29,550,2000,5
29,550,2000,6
29,550,2000,7
29,550,2000,8
29,550,2000,9
29,550,2000,10
29,550,2000,11
29,550,2000,12
29,550,2001,1
29,550,2001,2
29,550,2001,3
29,550,2001,4
29,550,2001,5
29,550,2001,6
29,550,2001,7
29,550,2001,8
29,550,2001,9
29,550,2001,10
29,550,2001,11
29,550,2001,12
29,550,2002,1
29,550,2002,2
29,550,2002,3
29,550,2002,4
29,550,2002,5
29,550,2002,6
29,550,2002,7
29,550,2002,8
29,550,2002,9
