Articulo,Precio,Año,Mes
5,500,1999,4
5,500,1999,5
5,500,1999,6
5,500,1999,7
5,500,1999,8
5,500,1999,9
5,500,1999,10
5,550,1999,11
5,550,1999,12
5,550,2000,1
5,550,2000,2
5,550,2000,3
5,550,2000,4
5,550,2000,5
5,550,2000,6
5,550,2000,7
5,550,2000,8
5,550,2000,9
5,550,2000,10
5,550,2000,11
5,550,2000,12
5,550,2001,1
5,550,2001,2
5,550,2001,3
5,550,2001,4
5,550,2001,5
5,550,2001,6
5,550,2001,7
5,550,2001,8
5,550,2001,9
5,550,2001,10
5,550,2001,11
5,550,2001,12
5,550,2002,1
5,550,2002,2
5,550,2002,3
5,550,2002,4
5,550,2002,5
5,550,2002,6
5,550,2002,7
5,550,2002,8
5,550,2002,9
5,650,2002,10
5,650,2002,11
5,650,2002,12
5,650,2003,1
5,650,2003,2
5,650,2003,3
5,650,2003,4
5,650,2003,5
5,650,2003,6
5,650,2003,7
5,650,2003,8
5,650,2003,9
5,650,2003,10
5,650,2003,11
5,650,2003,12
5,650,2004,1
5,650,2004,2
5,650,2004,3
5,650,2004,4
5,650,2004,5
5,650,2004,6
5,650,2004,7
5,650,2004,8
5,650,2004,9
5,750,2004,10
5,750,2004,11
5,750,2004,12
5,750,2005,1
5,750,2005,2
5,750,2005,3
5,750,2005,4
5,750,2005,5
5,750,2005,6
5,750,2005,7
5,750,2005,8
5,750,2005,9
5,750,2005,10
5,750,2005,11
5,750,2005,12
5,750,2006,1
5,750,2006,2
5,750,2006,3
5,750,2006,4
5,750,2006,5
5,750,2006,6
5,750,2006,7
5,750,2006,8
5,750,2006,9
5,750,2006,10
5,750,2006,11
5,750,2006,12
5,750,2007,1
5,750,2007,2
5,750,2007,3
6,550,1998,11
6,550,1998,12
6,550,1999,1
6,550,1999,2
6,550,1999,3
6,550,1999,4
6,550,1999,5
6,550,1999,6
6,550,1999,7
6,550,1999,8
6,550,1999,9
6,550,1999,10
6,605,1999,11
6,605,1999,12
6,605,2000,1
6,605,2000,2
6,605,2000,3
6,605,2000,4
6,605,2000,5
6,605,2000,6
6,605,2000,7
6,605,2000,8
6,605,2000,9
6,605,2000,10
6,605,2000,11
6,605,2000,12
6,605,2001,1
6,605,2001,2
6,605,2001,3
6,605,2001,4
6,605,2001,5
6,605,2001,6
6,605,2001,7
6,605,2001,8
6,605,2001,9
6,605,2001,10
6,605,2001,11
6,605,2001,12
6,605,2002,1
6,605,2002,2
6,605,2002,3
6,605,2002,4
6,605,2002,5
6,605,2002,6
6,605,2002,7
6,605,2002,8
6,605,2002,9
6,715,2002,10
6,715,2002,11
6,715,2002,12
6,715,2003,1
6,715,2003,2
6,715,2003,3
6,715,2003,4
6,715,2003,5
6,715,2003,6
6,715,2003,7
6,715,2003,8
6,715,2003,9
6,715,2003,10
6,715,2003,11
6,715,2003,12
6,715,2004,1
6,715,2004,2
6,715,2004,3
6,715,2004,4
6,715,2004,5
6,715,2004,6
6,715,2004,7
6,715,2004,8
6,715,2004,9
6,825,2004,10
6,825,2004,11
6,825,2004,12
6,825,2005,1
6,825,2005,2
6,825,2005,3
6,825,2005,4
6,825,2005,5
6,825,2005,6
6,825,2005,7
6,825,2005,8
6,825,2005,9
6,825,2005,10
6,825,2005,11
6,825,2005,12
6,825,2006,1
6,825,2006,2
6,825,2006,3
6,825,2006,4
6,825,2006,5
6,825,2006,6
6,825,2006,7
6,825,2006,8
6,825,2006,9
6,825,2006,10
6,825,2006,11
6,825,2006,12
6,825,2007,1
6,825,2007,2
6,825,2007,3
7,550,1998,11
7,550,1998,12
7,550,1999,1
7,550,1999,2
7,550,1999,3
7,550,1999,4
7,550,1999,5
7,550,1999,6
7,550,1999,7
7,550,1999,8
7,550,1999,9
7,550,1999,10
7,605,1999,11
7,605,1999,12
7,605,2000,1
7,605,2000,2
7,605,2000,3
7,605,2000,4
7,605,2000,5
7,605,2000,6
7,605,2000,7
7,605,2000,8
7,605,2000,9
7,605,2000,10
7,605,2000,11
7,605,2000,12
7,605,2001,1
7,605,2001,2
7,605,2001,3
7,605,2001,4
7,605,2001,5
7,605,2001,6
7,605,2001,7
7,605,2001,8
7,605,2001,9
7,605,2001,10
7,605,2001,11
7,605,2001,12
7,605,2002,1
7,605,2002,2
7,605,2002,3
7,605,2002,4
7,605,2002,5
7,605,2002,6
7,605,2002,7
7,605,2002,8
7,605,2002,9
7,715,2002,10
7,715,2002,11
7,715,2002,12
7,715,2003,1
7,715,2003,2
7,715,2003,3
7,715,2003,4
7,715,2003,5
7,715,2003,6
7,715,2003,7
7,715,2003,8
7,715,2003,9
7,715,2003,10
7,715,2003,11
7,715,2003,12
7,715,2004,1
7,715,2004,2
7,715,2004,3
7,715,2004,4
7,715,2004,5
7,715,2004,6
7,715,2004,7
7,715,2004,8
7,715,2004,9
7,825,2004,10
7,825,2004,11
7,825,2004,12
7,825,2005,1
7,825,2005,2
7,825,2005,3
7,825,2005,4
7,825,2005,5
7,825,2005,6
7,825,2005,7
7,825,2005,8
7,825,2005,9
7,825,2005,10
7,825,2005,11
7,825,2005,12
7,825,2006,1
7,825,2006,2
7,825,2006,3
7,825,2006,4
7,825,2006,5
7,825,2006,6
7,825,2006,7
7,825,2006,8
7,825,2006,9
7,825,2006,10
7,825,2006,11
7,825,2006,12
7,825,2007,1
7,825,2007,2
7,825,2007,3
8,550,1998,11
8,550,1998,12
8,550,1999,1
8,550,1999,2
8,550,1999,3
8,550,1999,4
8,550,1999,5
8,550,1999,6
8,550,1999,7
8,550,1999,8
8,550,1999,9
8,550,1999,10
8,605,1999,11
8,605,1999,12
8,605,2000,1
8,605,2000,2
8,605,2000,3
8,605,2000,4
8,605,2000,5
8,605,2000,6
8,605,2000,7
8,605,2000,8
8,605,2000,9
8,605,2000,10
8,605,2000,11
8,605,2000,12
8,605,2001,1
8,605,2001,2
8,605,2001,3
8,605,2001,4
8,605,2001,5
8,605,2001,6
8,605,2001,7
8,605,2001,8
8,605,2001,9
8,605,2001,10
8,605,2001,11
8,605,2001,12
8,605,2002,1
8,605,2002,2
8,605,2002,3
8,605,2002,4
8,605,2002,5
8,605,2002,6
8,605,2002,7
8,605,2002,8
8,605,2002,9
8,715,2002,10
8,715,2002,11
8,715,2002,12
8,715,2003,1
8,715,2003,2
8,715,2003,3
8,715,2003,4
8,715,2003,5
8,715,2003,6
8,715,2003,7
8,715,2003,8
8,715,2003,9
8,715,2003,10
8,715,2003,11
8,715,2003,12
8,715,2004,1
8,715,2004,2
8,715,2004,3
8,715,2004,4
8,715,2004,5
8,715,2004,6
8,715,2004,7
8,715,2004,8
8,715,2004,9
8,825,2004,10
8,825,2004,11
8,825,2004,12
8,825,2005,1
8,825,2005,2
8,825,2005,3
8,825,2005,4
8,825,2005,5
8,825,2005,6
8,825,2005,7
8,825,2005,8
8,825,2005,9
8,825,2005,10
8,825,2005,11
8,825,2005,12
8,825,2006,1
8,825,2006,2
8,825,2006,3
8,825,2006,4
8,825,2006,5
8,825,2006,6
8,825,2006,7
8,825,2006,8
8,825,2006,9
8,825,2006,10
8,825,2006,11
8,825,2006,12
8,825,2007,1
8,825,2007,2
8,825,2007,3
9,2000,1998,11
9,2000,1998,12
9,2000,1999,1
9,2000,1999,2
9,2000,1999,3
9,2000,1999,4
9,2000,1999,5
9,2000,1999,6
9,2000,1999,7
9,2000,1999,8
9,2000,1999,9
9,2000,1999,10
9,2200,1999,11
9,2200,1999,12
9,2200,2000,1
9,2200,2000,2
9,2200,2000,3
9,2200,2000,4
9,2200,2000,5
9,2200,2000,6
9,2200,2000,7
9,2200,2000,8
9,2200,2000,9
9,2200,2000,10
9,2200,2000,11
9,2200,2000,12
9,2200,2001,1
9,2200,2001,2
9,2200,2001,3
9,2200,2001,4
9,2200,2001,5
9,2200,2001,6
9,2200,2001,7
9,2200,2001,8
9,2200,2001,9
9,2200,2001,10
9,2200,2001,11
9,2200,2001,12
9,2200,2002,1
9,2200,2002,2
9,2200,2002,3
9,2200,2002,4
9,2200,2002,5
9,2200,2002,6
9,2200,2002,7
9,2200,2002,8
9,2200,2002,9
9,2600,2002,10
9,2600,2002,11
9,2600,2002,12
9,2600,2003,1
9,2600,2003,2
9,2600,2003,3
9,2600,2003,4
9,2600,2003,5
9,2600,2003,6
9,2600,2003,7
9,2600,2003,8
9,2600,2003,9
9,2600,2003,10
9,2600,2003,11
9,2600,2003,12
9,2600,2004,1
9,2600,2004,2
9,2600,2004,3
9,2600,2004,4
9,2600,2004,5
9,2600,2004,6
9,2600,2004,7
9,2600,2004,8
9,2600,2004,9
9,3000,2004,10
9,3000,2004,11
9,3000,2004,12
9,3000,2005,1
9,3000,2005,2
9,3000,2005,3
9,3000,2005,4
9,3000,2005,5
9,3000,2005,6
9,3000,2005,7
9,3000,2005,8
9,3000,2005,9
9,3000,2005,10
9,3000,2005,11
9,3000,2005,12
9,3000,2006,1
9,3000,2006,2
9,3000,2006,3
9,3000,2006,4
9,3000,2006,5
9,3000,2006,6
9,3000,2006,7
9,3000,2006,8
9,3000,2006,9
9,3000,2006,10
9,3000,2006,11
9,3000,2006,12
9,3000,2007,1
9,3000,2007,2
9,3000,2007,3
10,700,1998,11
10,700,1998,12
10,700,1999,1
10,700,1999,2
10,700,1999,3
10,700,1999,4
10,700,1999,5
10,700,1999,6
10,700,1999,7
10,700,1999,8
10,700,1999,9
10,700,1999,10
10,770,1999,11
10,770,1999,12
10,770,2000,1
10,770,2000,2
10,770,2000,3
10,770,2000,4
10,770,2000,5
10,770,2000,6
10,770,2000,7
10,770,2000,8
10,770,2000,9
10,770,2000,10
10,770,2000,11
10,770,2000,12
10,770,2001,1
10,770,2001,2
10,770,2001,3
10,770,2001,4
10,770,2001,5
10,770,2001,6
10,770,2001,7
10,770,2001,8
10,770,2001,9
10,770,2001,10
10,770,2001,11
10,770,2001,12
10,770,2002,1
10,770,2002,2
10,770,2002,3
10,770,2002,4
10,770,2002,5
10,770,2002,6
10,770,2002,7
10,770,2002,8
10,770,2002,9
10,910,2002,10
10,910,2002,11
10,910,2002,12
10,910,2003,1
10,910,2003,2
10,910,2003,3
10,910,2003,4
10,910,2003,5
10,910,2003,6
10,910,2003,7
10,910,2003,8
10,910,2003,9
10,910,2003,10
10,910,2003,11
10,910,2003,12
10,910,2004,1
10,910,2004,2
10,910,2004,3
10,910,2004,4
10,910,2004,5
10,910,2004,6
10,910,2004,7
10,910,2004,8
10,910,2004,9
10,1050,2004,10
10,1050,2004,11
10,1050,2004,12
10,1050,2005,1
10,1050,2005,2
10,1050,2005,3
10,1050,2005,4
10,1050,2005,5
10,1050,2005,6
10,1050,2005,7
10,1050,2005,8
10,1050,2005,9
10,1050,2005,10
10,1050,2005,11
10,1050,2005,12
10,1050,2006,1
10,1050,2006,2
10,1050,2006,3
10,1050,2006,4
10,1050,2006,5
10,1050,2006,6
10,1050,2006,7
10,1050,2006,8
10,1050,2006,9
10,1050,2006,10
10,1050,2006,11
10,1050,2006,12
10,1050,2007,1
10,1050,2007,2
10,1050,2007,3
11,500,1998,11
11,500,1998,12
11,500,1999,1
11,500,1999,2
11,500,1999,3
11,500,1999,4
11,500,1999,5
11,500,1999,6
11,500,1999,7
11,500,1999,8
11,500,1999,9
11,500,1999,10
11,550,1999,11
11,550,1999,12
11,550,2000,1
11,550,2000,2
11,550,2000,3
11,550,2000,4
11,550,2000,5
11,550,2000,6
11,550,2000,7
11,550,2000,8
11,550,2000,9
11,550,2000,10
11,550,2000,11
11,550,2000,12
11,550,2001,1
11,550,2001,2
11,550,2001,3
11,550,2001,4
11,550,2001,5
11,550,2001,6
11,550,2001,7
11,550,2001,8
11,550,2001,9
11,550,2001,10
11,550,2001,11
11,550,2001,12
11,550,2002,1
11,550,2002,2
11,550,2002,3
11,550,2002,4
11,550,2002,5
11,550,2002,6
11,550,2002,7
11,550,2002,8
11,550,2002,9
11,650,2002,10
11,650,2002,11
11,650,2002,12
11,650,2003,1
11,650,2003,2
11,650,2003,3
11,650,2003,4
11,650,2003,5
11,650,2003,6
11,650,2003,7
11,650,2003,8
11,650,2003,9
11,650,2003,10
11,650,2003,11
11,650,2003,12
11,650,2004,1
11,650,2004,2
11,650,2004,3
11,650,2004,4
11,650,2004,5
11,650,2004,6
11,650,2004,7
11,650,2004,8
11,650,2004,9
11,750,2004,10
11,750,2004,11
11,750,2004,12
11,750,2005,1
11,750,2005,2
11,750,2005,3
11,750,2005,4
11,750,2005,5
11,750,2005,6
11,750,2005,7
11,750,2005,8
11,750,2005,9
11,750,2005,10
11,750,2005,11
11,750,2005,12
11,750,2006,1
11,750,2006,2
11,750,2006,3
11,750,2006,4
11,750,2006,5
11,750,2006,6
11,750,2006,7
11,750,2006,8
11,750,2006,9
11,750,2006,10
11,750,2006,11
11,750,2006,12
11,750,2007,1
11,750,2007,2
11,750,2007,3
12,700,1998,11
12,700,1998,12
12,700,1999,1
12,700,1999,2
12,700,1999,3
12,700,1999,4
12,700,1999,5
12,700,1999,6
12,700,1999,7
12,700,1999,8
12,700,1999,9
12,700,1999,10
12,770,1999,11
12,770,1999,12
12,770,2000,1
12,770,2000,2
12,770,2000,3
12,770,2000,4
12,770,2000,5
12,770,2000,6
12,770,2000,7
12,770,2000,8
12,770,2000,9
12,770,2000,10
12,770,2000,11
12,770,2000,12
12,770,2001,1
12,770,2001,2
12,770,2001,3
12,770,2001,4
12,770,2001,5
12,770,2001,6
12,770,2001,7
12,770,2001,8
12,770,2001,9
12,770,2001,10
12,770,2001,11
12,770,2001,12
12,770,2002,1
12,770,2002,2
12,770,2002,3
12,770,2002,4
12,770,2002,5
12,770,2002,6
12,770,2002,7
12,770,2002,8
12,770,2002,9
12,910,2002,10
12,910,2002,11
12,910,2002,12
12,910,2003,1
12,910,2003,2
12,910,2003,3
12,910,2003,4
12,910,2003,5
12,910,2003,6
12,910,2003,7
12,910,2003,8
12,910,2003,9
12,910,2003,10
12,910,2003,11
12,910,2003,12
12,910,2004,1
12,910,2004,2
12,910,2004,3
12,910,2004,4
12,910,2004,5
12,910,2004,6
12,910,2004,7
12,910,2004,8
12,910,2004,9
12,1050,2004,10
12,1050,2004,11
12,1050,2004,12
12,1050,2005,1
12,1050,2005,2
12,1050,2005,3
12,1050,2005,4
12,1050,2005,5
12,1050,2005,6
12,1050,2005,7
12,1050,2005,8
12,1050,2005,9
12,1050,2005,10
12,1050,2005,11
12,1050,2005,12
12,1050,2006,1
12,1050,2006,2
12,1050,2006,3
12,1050,2006,4
12,1050,2006,5
12,1050,2006,6
12,1050,2006,7
12,1050,2006,8
12,1050,2006,9
12,1050,2006,10
12,1050,2006,11
12,1050,2006,12
12,1050,2007,1
12,1050,2007,2
12,1050,2007,3
13,3500,1998,11
13,3500,1998,12
13,3500,1999,1
13,3500,1999,2
13,3500,1999,3
13,3500,1999,4
13,3500,1999,5
13,3500,1999,6
13,3500,1999,7
13,3500,1999,8
13,3500,1999,9
13,3500,1999,10
13,3850,1999,11
13,3850,1999,12
13,3850,2000,1
13,3850,2000,2
13,3850,2000,3
13,3850,2000,4
13,3850,2000,5
13,3850,2000,6
13,3850,2000,7
13,3850,2000,8
13,3850,2000,9
13,3850,2000,10
13,3850,2000,11
13,3850,2000,12
13,3850,2001,1
13,3850,2001,2
13,3850,2001,3
13,3850,2001,4
13,3850,2001,5
13,3850,2001,6
13,3850,2001,7
13,3850,2001,8
13,3850,2001,9
13,3850,2001,10
13,3850,2001,11
13,3850,2001,12
13,3850,2002,1
13,3850,2002,2
13,3850,2002,3
13,3850,2002,4
13,3850,2002,5
13,3850,2002,6
13,3850,2002,7
13,3850,2002,8
13,3850,2002,9
13,4550,2002,10
13,4550,2002,11
13,4550,2002,12
13,4550,2003,1
13,4550,2003,2
13,4550,2003,3
13,4550,2003,4
13,4550,2003,5
13,4550,2003,6
13,4550,2003,7
13,4550,2003,8
13,4550,2003,9
13,4550,2003,10
13,4550,2003,11
13,4550,2003,12
13,4550,2004,1
13,4550,2004,2
13,4550,2004,3
13,4550,2004,4
13,4550,2004,5
13,4550,2004,6
13,4550,2004,7
13,4550,2004,8
13,4550,2004,9
13,5250,2004,10
13,5250,2004,11
13,5250,2004,12
13,5250,2005,1
13,5250,2005,2
13,5250,2005,3
13,5250,2005,4
13,5250,2005,5
13,5250,2005,6
13,5250,2005,7
13,5250,2005,8
13,5250,2005,9
13,5250,2005,10
13,5250,2005,11
13,5250,2005,12
13,5250,2006,1
13,5250,2006,2
13,5250,2006,3
13,5250,2006,4
13,5250,2006,5
13,5250,2006,6
13,5250,2006,7
13,5250,2006,8
13,5250,2006,9
13,5250,2006,10
13,5250,2006,11
13,5250,2006,12
13,5250,2007,1
13,5250,2007,2
13,5250,2007,3
14,2000,1998,11
14,2000,1998,12
14,2000,1999,1
14,2000,1999,2
14,2000,1999,3
14,2000,1999,4
14,2000,1999,5
14,2000,1999,6
14,2000,1999,7
14,2000,1999,8
14,2000,1999,9
14,2000,1999,10
14,2200,1999,11
14,2200,1999,12
14,2200,2000,1
14,2200,2000,2
14,2200,2000,3
14,2200,2000,4
14,2200,2000,5
14,2200,2000,6
14,2200,2000,7
14,2200,2000,8
14,2200,2000,9
14,2200,2000,10
14,2200,2000,11
14,2200,2000,12
14,2200,2001,1
14,2200,2001,2
14,2200,2001,3
14,2200,2001,4
14,2200,2001,5
14,2200,2001,6
14,2200,2001,7
14,2200,2001,8
14,2200,2001,9
14,2200,2001,10
14,2200,2001,11
14,2200,2001,12
14,2200,2002,1
14,2200,2002,2
14,2200,2002,3
14,2200,2002,4
14,2200,2002,5
14,2200,2002,6
14,2200,2002,7
14,2200,2002,8
14,2200,2002,9
14,2600,2002,10
14,2600,2002,11
14,2600,2002,12
14,2600,2003,1
14,2600,2003,2
14,2600,2003,3
14,2600,2003,4
14,2600,2003,5
14,2600,2003,6
14,2600,2003,7
14,2600,2003,8
14,2600,2003,9
14,2600,2003,10
14,2600,2003,11
14,2600,2003,12
14,2600,2004,1
14,2600,2004,2
14,2600,2004,3
14,2600,2004,4
14,2600,2004,5
14,2600,2004,6
14,2600,2004,7
14,2600,2004,8
14,2600,2004,9
14,3000,2004,10
14,3000,2004,11
14,3000,2004,12
14,3000,2005,1
14,3000,2005,2
14,3000,2005,3
14,3000,2005,4
14,3000,2005,5
14,3000,2005,6
14,3000,2005,7
14,3000,2005,8
14,3000,2005,9
